# Loop @ Start frequency 2300000Hz took 928.58 cycles
# Interval [919 ; 938]
# Q1 : 920 ; Q3 : 924
# Loop @ Target frequency 1500000Hz took 1419.13 cycles
# Interval [1417 ; 1421]
# Q1 : 1412 ; Q3 : 1416
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1143644	1106718	36926	3567	263017306	262503740	1124075654006579
283282	263618	19664	4812	11547570	10132920	1124075666152119
1186478	1166236	20242	907	3906632	3226710	1124075671557309
1178984	1158470	20514	3036	8116272	7482840	1124075681171709
1177224	1156496	20728	4996	11901900	11396152	1124075694563841
915806	874576	41230	2463	6857388	6067256	1124075702650375
917304	895686	21618	4156	10028976	9455284	1124075713909813
253876	234066	19810	3982	9826252	8444476	1124075724302277
1206226	1184888	21338	4075	9964860	9583710	1124075735786565
588294	564292	24002	3998	10330456	9300298	1124075747018515
1179282	1158600	20682	3427	8624880	8259118	1124075757135463
1197568	1175842	21726	2191	6375488	5804960	1124075765021655
1098854	967858	130996	4544	11091450	10413420	1124075777524843
1271128	1157482	113646	3891	9689376	9283864	1124075788803047
332788	311666	21122	4101	10396122	8760484	1124075799844603
522350	500918	21432	3295	8481624	7337620	1124075809162117
1180104	1160434	19670	2535	6910362	6477666	1124075817565821
1193736	1172928	20808	27	2110968	1479446	1124075821187405
1053432	1032104	21328	2511	6161736	6301534	1124075828715037
1178778	1155394	23384	4626	11023458	10657108	1124075841230299
1181826	1160904	20922	4697	11474626	10803128	1124075854199257
396398	375450	20948	4859	11530234	10341388	1124075866439741
897858	878684	19174	1572	5077368	4268798	1124075872727135
514088	494034	20054	447	2725294	1633732	1124075876279315
1181802	1160874	20928	3556	8545184	8538178	1124075886318987
1299868	1165072	134796	4871	11569664	11268446	1124075899500923
1178496	1159974	18522	3275	8382170	7954456	1124075909379521
1177542	1157798	19744	1540	4914524	4483914	1124075915784477
1191030	1171494	19536	3078	8273426	7573456	1124075925561885
1179784	1159602	20182	1572	4923220	4550596	1124075931984631
1178528	1158080	20448	1286	4386000	3977398	1124075937861309
1180914	1160952	19962	4158	10396304	9722650	1124075949751631
870208	848164	22044	156	2436450	1407898	1124075953370877
595054	575234	19820	590	2362240	1999986	1124075956641695
556600	537086	19514	1788	5488050	4359302	1124075962999181
1184936	1163760	21176	4822	11386390	11055816	1124075975883441
1180658	1161406	19252	271	2665854	1949168	1124075980041111
1187502	1155694	31808	2722	7586956	6858092	1124075989127879
1182196	1160940	21256	3041	7966004	7490706	1124075998588533
1177958	1158094	19864	1519	4916808	4443278	1124076004996251
1188670	1157856	30814	1506	5035618	4427380	1124076011532879
1175916	1156368	19548	4306	10380944	10014548	1124076023412051
1181698	1160016	21682	3273	8366728	7953944	1124076033273791
1266760	1159578	107182	1904	5769296	5300880	1124076040622735
1254296	1234874	19422	2294	6760918	6067796	1124076048950213
992444	961408	31036	1597	5233272	4412038	1124076055488339
1181576	1161324	20252	2113	6353416	5648386	1124076063341397
495940	472986	22954	412	2894500	1547176	1124076067043707
1176980	1157698	19282	138	1465032	1679638	1124076069998727
377996	357922	20074	3347	8688274	7298328	1124076079377675
1182368	1160608	21760	16	1802570	1442006	1124076082674031
713838	694182	19656	1746	4585614	4431876	1124076088285503
293836	265990	27846	4935	11717668	10390606	1124076100609389
1069564	1048618	20946	3464	8705482	8224750	1124076110697029
1361096	1202306	158790	3745	9480704	9077084	1124076121850503
721596	700612	20984	2732	7342030	6412532	1124076130226917
218172	184308	33864	1498	4747740	3439694	1124076135505453
1181030	1160766	20264	4146	9977764	9700552	1124076147046235
1180710	1156754	23956	1096	4388402	3599794	1124076152927605
1178736	1158164	20572	1260	4521576	3924052	1124076158939869
348486	271894	76592	4117	10040588	8808652	1124076169641533
1176732	1155606	21126	2011	5845000	5446644	1124076176979711
1275666	1152978	122688	172	2337776	1844710	1124076180904607
1183074	1161964	21110	2268	7212720	5948906	1124076189613927
1305784	1157332	148452	4094	9914764	9718974	1124076201150561
716470	697910	18560	745	3249610	2432410	1124076205429207
1409660	1296178	113482	2672	7451028	7020262	1124076214602381
639692	620236	19456	3355	8591394	7576180	1124076224146325
1191280	1158440	32840	1239	4372070	3895034	1124076230021921
1169094	1149480	19614	4099	9946858	9592810	1124076241451559
1300264	1274794	25470	3278	8517190	8081934	1124076251586651
1177826	1157946	19880	2673	7049132	6750818	1124076260134165
1252998	1233568	19430	2143	6167372	5765162	1124076267867287
1176938	1156430	20508	1737	5340830	4877520	1124076274697155
1190646	1170840	19806	1406	4896266	4229624	1124076281096811
1217816	1158644	59172	797	3355372	3038628	1124076285981989
1177512	1157628	19884	643	3185668	2689786	1124076290657617
367076	344812	22264	3558	9146654	7709088	1124076300483095
1197816	1176806	21010	4047	10204964	9518708	1124076312197767
1180452	1160894	19558	882	3765562	3171806	1124076317456335
1188904	1168688	20216	2473	6974388	6364182	1124076325936763
1191470	1172146	19324	1585	5072560	4588480	1124076332513237
250578	230186	20392	2540	6980086	5557096	1124076340056317
1177516	1157298	20218	4264	10347060	9932138	1124076351893179
1401272	1240956	160316	2738	7405752	7103986	1124076361012829
1339652	1234018	105634	2733	7230704	7031450	1124076369895187
1176886	1157204	19682	4271	10498594	9944908	1124076381882335
