# Loop @ Start frequency 1800000Hz took 1181.23 cycles
# Interval [1180 ; 1182]
# Q1 : 1176 ; Q3 : 1180
# Loop @ Target frequency 3000000Hz took 709.38 cycles
# Interval [708 ; 711]
# Q1 : 706 ; Q3 : 708
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1724910	1663498	61412	3567	308503160	308978588	1122779348980193
1725270	1703356	21914	4812	10536680	11621510	1122779361436449
434872	412672	22200	907	2610476	2519578	1122779364675997
1641966	1616988	24978	3036	6341256	7953446	1122779372873081
941684	916244	25440	4996	10875148	11204314	1122779384880669
1489586	1466272	23314	2463	6509764	6687056	1122779393070547
1293374	1270956	22418	4156	9308396	9876114	1122779403862255
1590990	1568574	22416	3982	9422194	9826642	1122779415065753
1578368	1555740	22628	4075	9322850	9998166	1122779426157049
666292	642950	23342	3998	9449246	8938106	1122779436462907
1154948	1131548	23400	3427	8129930	8278334	1122779445937507
1728820	1706498	22322	2191	5838670	6385580	1122779453695329
1728428	1704240	24188	4544	10071146	11086732	1122779465684813
1690016	1662492	27524	3891	9307612	9743860	1122779476872321
1554324	1532216	22108	4101	9005936	10027336	1122779487622597
1399044	1375890	23154	3295	7519390	8260908	1122779496731209
1324674	1301478	23196	2535	6529048	6665786	1122779504774767
1255860	1231230	24630	27	1501404	1580870	1122779507721969
1537718	1514370	23348	2511	6547774	6829592	1122779515997733
1409912	1385198	24714	4626	10705628	10936608	1122779528303821
1708048	1686338	21710	4697	10850314	11372364	1122779541051863
1408922	1385492	23430	4859	11081676	11398050	1122779553732683
564176	524830	39346	1572	4595032	3978936	1122779559081865
389504	366956	22548	447	2338082	1554676	1122779561999169
765294	743688	21606	3556	8410524	8147372	1122779571364913
1518250	1494294	23956	4871	10698444	11531764	1122779583775793
1606298	1551358	54940	3275	8003252	8426428	1122779593575769
997972	975318	22654	1540	4536956	4350422	1122779599301377
1671410	1649252	22158	3078	7605534	8097828	1122779608768747
1109846	1085138	24708	1572	4044536	4525678	1122779614113127
1493240	1469272	23968	1286	4021876	4341860	1122779619818485
1629808	1604204	25604	4158	9076652	10217478	1122779630714977
1181592	1159636	21956	156	1257802	1764724	1122779633344735
1482374	1460122	22252	590	2638278	2934932	1122779637659483
905150	883094	22056	1788	5029122	4752452	1122779643784193
1029718	1006324	23394	4822	11090590	10945624	1122779656094723
380236	357566	22670	271	2007874	1211946	1122779658673179
1524208	1502484	21724	2722	6893538	7238392	1122779667281093
1100660	1077910	22750	3041	7395838	7453060	1122779675967483
1460552	1436338	24214	1519	4490266	4773766	1122779682109313
1087620	1065006	22614	1506	4463064	4375790	1122779687850389
1405514	1374346	31168	4306	9478192	10288312	1122779698924195
1721080	1698510	22570	3273	7992404	8537938	1122779708827683
1455956	1434132	21824	1904	4867894	5534106	1122779715342475
1085424	1062096	23328	2294	6040778	5943742	1122779722661917
1437324	1415234	22090	1597	4645984	4903254	1122779728935753
1216394	1194220	22174	2113	5670472	5712996	1122779736012759
1410134	1388248	21886	412	2273686	2509518	1122779739886493
936328	914174	22154	138	1721680	1483020	1122779742734693
1572344	1544064	28280	3347	8141628	8536318	1122779752638577
1182900	1159170	23730	16	1509668	1486464	1122779755521159
1418814	1395864	22950	1746	4938864	5182264	1122779762072993
1655478	1633394	22084	4935	11324492	11800840	1122779775243589
453162	429370	23792	3464	7952454	7651536	1122779783839181
1501614	1475642	25972	3745	8936714	9261722	1122779794467593
793746	771098	22648	2732	6914920	6529172	1122779802365661
1449014	1425796	23218	1498	4440072	4715066	1122779808444857
1705600	1682402	23198	4146	9682796	10269310	1122779820023363
1283066	1129456	153610	1096	3518160	3751002	1122779825014757
989474	967368	22106	1260	3764774	3780634	1122779829959153
737602	715526	22076	4117	9688324	9249938	1122779840575171
491628	469014	22614	2011	5474340	4783698	1122779846731193
884478	861706	22772	172	1790046	1499928	1122779849595969
1696296	1673572	22724	2268	5981566	6504410	1122779857463741
961658	939648	22010	4094	9110416	9420032	1122779867729031
1443384	1421484	21900	745	2938454	3203708	1122779872300749
1330402	1307570	22832	2672	6790644	6944506	1122779880611721
635024	613040	21984	3355	8157074	7616386	1122779889594229
771942	747838	24104	1239	3535614	3520534	1122779894091157
1642688	1619886	22802	4099	9648196	10115460	1122779905571829
1446768	1424330	22438	3278	7491136	8274510	1122779914699809
1621510	1600440	21070	2673	6751282	7236364	1122779923262469
1681754	1657868	23886	2143	5570660	6236494	1122779930704689
