# Loop @ Start frequency 1000000Hz took 2148.64 cycles
# Interval [2130 ; 2167]
# Q1 : 2120 ; Q3 : 2124
# Loop @ Target frequency 2100000Hz took 1014.09 cycles
# Interval [1012 ; 1017]
# Q1 : 1008 ; Q3 : 1012
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1541420	1485152	56268	8567	485622518	486259272	17607108298529
1421830	1386944	34886	14812	31244946	31475738	17607141210691
1779264	1737484	41780	5907	13295932	14021764	17607156535949
946040	912876	33164	18036	37686824	37445448	17607195410413
2042062	1999188	42874	14996	31604946	32461464	17607229308177
1907546	1871050	36496	2463	5683742	7261918	17607237141627
2136656	2104296	32360	9156	19924024	20877332	17607259444545
1184558	1115502	69056	8982	19585356	19576162	17607280460263
924820	892612	32208	9075	18818602	19501908	17607300446353
2047786	2013438	34348	3998	9620272	10470646	17607312357227
1008396	977100	31296	8427	18480232	18287908	17607332087713
1639954	1608290	31664	7191	15417014	16449790	17607349387095
1235324	1202796	32528	14544	30706232	30750476	17607381574197
1914610	1880302	34308	8891	19391708	20124890	17607403127343
2073528	2026620	46908	14101	29068742	30702844	17607434512021
1489106	1455778	33328	3295	7315780	8508418	17607443559467
926770	893282	33488	17535	36680530	36425138	17607481412851
1383970	1348694	35276	5027	10838762	11866434	17607493881983
1378610	1344382	34228	12511	26727946	26840022	17607522230427
1587702	1555746	31956	9626	20866800	21266514	17607544927327
1563268	1530968	32300	9697	20438422	21403828	17607567171241
967728	932766	34962	4859	10409638	11114090	17607578791049
1419460	1364988	54472	6572	14885572	14990928	17607595338669
2024362	1993358	31004	5447	12650140	13345874	17607610255455
1570664	1538320	32344	3556	8089052	9111880	17607620157585
1733108	1541300	191808	4871	11370760	11903264	17607633503953
838266	791954	46312	8275	18156578	17816542	17607652745035
786200	754028	32172	11540	24689160	24292892	17607678462645
961396	929728	31668	18078	37759336	37544296	17607717425533
1526686	1493126	33560	1572	4753166	5099742	17607723956783
931934	898346	33588	11286	24220710	23953890	17607749351879
1739392	1708076	31316	9158	19066062	20481968	17607770407141
793314	745894	47420	156	2030806	1535262	17607773473031
1217512	1184924	32588	5590	12801706	12825064	17607787739193
1835008	1801756	33252	11788	25195836	25849660	17607815012433
1587226	1556514	30712	4822	10583006	11660314	17607827424587
1189950	1155950	34000	271	1622162	2158682	17607830487211
1999022	1966226	32796	2722	6968282	7869292	17607839696295
1106478	1064382	42096	8041	16842826	17617038	17607857887575
2006310	1973002	33308	16519	34706898	35480558	17607894843011
1627282	1594262	33020	16506	33879016	35075902	17607930591727
1718512	1685660	32852	19306	40151468	40758868	17607972704621
1414800	1382344	32456	18273	37626814	38391244	17608011988665
1806342	1773358	32984	16904	34960724	36041198	17608048997911
1511172	1479976	31196	2294	5596914	6525576	17608056348601
2033630	1999058	34572	11597	24810870	25655850	17608083434911
2143012	2036020	106992	7113	15628360	16796800	17608101452161
1114292	1083090	31202	412	1670416	2370744	17608104483285
1914704	1883120	31584	138	1895704	2618864	17608108535685
980334	948382	31952	3347	8327410	8100970	17608118083231
2036112	2003244	32868	15016	31651236	32506964	17608152012793
989122	957722	31400	6746	15127270	14929630	17608168371643
1980978	1950154	30824	9935	21494632	22280226	17608192089303
1146058	1112850	33208	8464	18335094	18510226	17608211812187
2284970	2148874	136096	18745	39113590	40213766	17608253452795
2096918	2063658	33260	2732	6264320	7989174	17608262060699
1505530	1473150	32380	1498	3967458	4929242	17608267775219
1833472	1802488	30984	4146	9913644	10563816	17608279765077
1409128	1376652	32476	6096	13658360	14030500	17608295074633
1673256	1640456	32800	6260	13690670	14621824	17608310680597
1164524	1130996	33528	9117	19392042	19981236	17608331479789
1182016	1149136	32880	17011	35552160	35630768	17608368462929
1877096	1845120	31976	15172	31957112	32648376	17608402539777
2201564	2169112	32452	7268	16147954	17163856	17608421132097
1978180	1942648	35532	14094	29545492	30594116	17608452898449
2063340	2031012	32328	5745	13001910	13981872	17608468205501
1512414	1480230	32184	17672	36971644	37283724	17608506932231
735238	703114	32124	18355	37904718	37874858	17608545814751
1400200	1366176	34024	16239	34097738	34321540	17608581555345
1294404	1262132	32272	19099	39565040	39921996	17608622661285
542738	510822	31916	8278	18163002	17525574	17608641609495
