# Loop @ Start frequency 1300000Hz took 1647.48 cycles
# Interval [1633 ; 1662]
# Q1 : 1630 ; Q3 : 1634
# Loop @ Target frequency 2300000Hz took 925.08 cycles
# Interval [923 ; 927]
# Q1 : 920 ; Q3 : 924
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1445210	1384350	60860	8567	398987902	399875958	26198962673577
696736	669502	27234	14812	31153556	30668940	26198994754873
1630336	1601978	28358	5907	13347780	13790612	26199009958365
1526646	1497708	28938	18036	37597826	37945572	26199049308287
1670410	1642372	28038	14996	31059738	32008692	26199082267799
1802212	1774336	27876	2463	6212000	7074434	26199090507583
1841956	1814298	27658	9156	19441978	20500590	26199112017105
1891630	1863322	28308	8982	19004646	20202150	26199133138665
1843794	1816564	27230	9075	18954946	20339994	26199154174645
2035122	1987482	47640	3998	8929330	10380618	26199165363893
1402784	1373860	28924	8427	17801822	18603774	26199184793413
1929722	1901910	27812	7191	15606150	16659550	26199202554195
1749568	1703898	45670	14544	30049032	31184020	26199234577751
2168390	2020962	147428	8891	18873062	20297622	26199255844435
1544550	1516818	27732	14101	29149978	30093294	26199286764357
1439516	1409060	30456	3295	8159782	8377794	26199296589207
1461586	1432590	28996	17535	36596680	36879178	26199334872957
2047050	1903570	143480	5027	11579390	12447958	26199348724319
978966	951074	27892	12511	25951270	26347212	26199375880035
1711458	1610288	101170	9626	20335528	21310064	26199398152317
1457470	1411964	45506	9697	20624992	21203630	26199420460183
1646674	1619486	27188	4859	11251112	11712198	26199433583319
1608750	1579992	28758	6572	14199920	15099900	26199449617243
2051766	2025164	26602	5447	12579844	13302918	26199464474171
1892694	1851502	41192	3556	8637162	9351672	26199475228947
750774	721246	29528	4871	10471876	10838882	26199486684967
1640862	1612656	28206	8275	18097724	18539100	26199506648935
1479934	1450918	29016	11540	23957630	24906808	26199532311775
965012	936994	28018	18078	37238282	37471902	26199570740549
1637690	1611684	26006	1572	4669428	5128226	26199577273239
1293168	1267118	26050	11286	24098636	24213798	26199602894409
1828394	1801326	27068	9158	19281384	20491064	26199624229515
1304102	1156824	147278	156	1226442	1967984	26199626985211
1580156	1366974	213182	5590	12726106	13106690	26199641517135
