# Loop @ Start frequency 2500000Hz took 850.19 cycles
# Interval [849 ; 852]
# Q1 : 848 ; Q3 : 850
# Loop @ Target frequency 2600000Hz took 820.67 cycles
# Interval [814 ; 827]
# Q1 : 814 ; Q3 : 816
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1551918	1520370	31548	3567	242731650	244134080	1124719978869825
1225152	1205126	20026	4812	10766068	11057942	1124719991070957
439388	421204	18184	907	2323678	2461846	1124719994043189
2159148	2075488	83660	3036	7427208	8441022	1124720003836881
1959334	1936304	23030	4996	10562356	12158504	1124720016562959
2102642	2083772	18870	2463	5585814	7238096	1124720024458207
0	0	0	0	0	0	0
471206	446310	24896	3982	8819156	8632966	1124720044754495
1385826	1367704	18122	4075	9519866	9732648	1124720055855057
695034	678264	16770	3998	8987868	8891818	1124720065730173
1644682	1627148	17534	3427	7176556	8696542	1124720074746017
1737222	1697076	40146	2191	5098936	6316934	1124720081778233
1827854	1810928	16926	4544	9982574	11115676	1124720093782747
2042992	2023292	19700	3891	8436896	10021766	1124720104457841
1345226	1324974	20252	4101	9574568	9745380	1124720115572095
1500922	1482486	18436	3295	7803782	8355986	1124720125083719
1821596	1803502	18094	2535	6257348	7100820	1124720133366347
1529916	1511012	18904	27	1440118	1795362	1124720136542641
1832612	1813178	19434	2511	6417620	7063774	1124720144999239
1848674	1827786	20888	4626	10641426	11310342	1124720157693303
1837198	1816966	20232	4697	10294892	11440318	1124720170029653
1952386	1874612	77774	4859	10594686	11879806	1124720182780745
2432120	2414810	17310	1572	3906688	5784350	1124720189326331
729986	713478	16508	447	2277394	1824338	1124720192526129
1914258	1895996	18262	3556	7329904	9226498	1124720201964327
0	0	0	0	0	0	0
1807898	1789198	18700	3275	7084544	8570358	1124720223299921
2186416	2167170	19246	1540	3867752	5474324	1124720229558415
2208070	2188576	19494	3078	7551812	8573560	1124720239521979
1816398	1796336	20062	1572	4527800	5169878	1124720246070253
4371360	4258354	113006	1286	3343096	7156158	1124720253991215
1254532	1236426	18106	4158	8887934	9778280	1124720264338241
0	0	0	0	0	0	0
1789848	1772088	17760	590	2564648	3179688	1124720271705537
1436188	1416532	19656	1788	4959958	5222370	1124720278305811
1991264	1972246	19018	4822	11023040	11845046	1124720291526797
485286	469144	16142	271	1288914	1235144	1124720293504695
876566	859050	17516	2722	6814476	6518918	1124720301387913
1477968	1446520	31448	3041	6962218	7757088	1124720310025239
1958478	1939274	19204	1519	4419732	5193708	1124720316595827
2298380	2279092	19288	1506	3783254	5519788	1124720322881665
1391934	1373846	18088	4306	10081246	10212714	1124720334559117
1398942	1379000	19942	3273	7525698	8154620	1124720343692067
1724872	1704168	20704	1904	5062156	5741434	1124720350683975
0	0	0	0	0	0	0
2977234	2958594	18640	1597	3790364	6380164	1124720365006235
0	0	0	0	0	0	0
308760	276908	31852	412	2223650	1345100	1124720376003611
994522	976070	18452	138	1660582	1480016	1124720378865371
1413204	1393614	19590	3347	8077558	8316894	1124720388562001
1183460	1165326	18134	16	1419910	1424024	1124720391370241
577966	559276	18690	1746	5000302	4280204	1124720397152707
1395474	1377118	18356	4935	10877806	11473126	1124720409632093
1890466	1870852	19614	3464	8312532	9027866	1124720420039013
1655068	1634110	20958	3745	8785942	9354558	1124720430687563
