# Loop @ Start frequency 2000000Hz took 1064.45 cycles
# Interval [1062 ; 1067]
# Q1 : 1060 ; Q3 : 1062
# Loop @ Target frequency 1400000Hz took 1520.83 cycles
# Interval [1517 ; 1524]
# Q1 : 1514 ; Q3 : 1516
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1194498	1160348	34150	3567	288305162	287438368	1123214803385809
890082	866156	23926	4812	11923300	10764216	1123214816535253
1234972	1213478	21494	907	3721162	3299124	1123214821822099
1203366	1180740	22626	3036	8475812	7526308	1123214831832417
271426	249126	22300	4996	12286978	10519256	1123214844720377
1185362	1163596	21766	2463	6980458	6364134	1123214853216271
1182198	1160182	22016	4156	10189478	9744274	1123214864918989
1314594	1162202	152392	3982	10335480	9528070	1123214876899333
789604	765824	23780	4075	10438844	9190820	1123214888458219
832068	737184	94884	3998	10246276	9077490	1123214899866633
1181092	1159504	21588	3427	9164278	8289522	1123214910543549
1000244	977390	22854	2191	6860700	5631786	1123214918736629
0	0	0	0	0	0	0
1181886	1160744	21142	3891	10175942	9213964	1123214941520153
759626	738096	21530	4101	10437912	9212788	1123214953047765
1189452	1167076	22376	3295	8951296	8029012	1123214963519537
815244	793322	21922	2535	7250078	6135942	1123214971915271
1183622	1162326	21296	27	2834068	1489760	1123214976263611
824658	802246	22412	2511	6469356	6100204	1123214983888579
711984	690444	21540	4626	11552004	10234026	1123214996483799
1183012	1157382	25630	4697	11750620	10827040	1123215009746753
1180856	1158910	21946	4859	11989606	11153224	1123215023248469
1182656	1162602	20054	1572	5663106	4577866	1123215030424225
1187038	1162558	24480	447	1990380	2333174	1123215033932539
427982	405980	22002	3556	9148770	7795260	1123215043845425
680688	660520	20168	4871	12089276	10673122	1123215056946051
891376	869636	21740	3275	9014682	7692240	1123215067182663
1168000	1143270	24730	1540	5574492	4501618	1123215074255219
1183804	1162756	21048	3078	8075588	7597532	1123215083848983
1143634	1117750	25884	1572	5349412	4542046	1123215090672727
1194708	1162490	32218	1286	4137406	4017738	1123215096335765
