# Loop @ Start frequency 2500000Hz took 856.32 cycles
# Interval [846 ; 866]
# Q1 : 848 ; Q3 : 850
# Loop @ Target frequency 900000Hz took 2386.68 cycles
# Interval [2367 ; 2406]
# Q1 : 2352 ; Q3 : 2360
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1303926	1270222	33704	3567	246818236	246530094	1124577939309317
1184768	1166238	18530	4812	11249694	11017672	1124577952222063
1222044	1160708	61336	907	3353870	3244662	1124577957273275
530358	508784	21574	3036	7848042	6812988	1124577966125543
1210352	1179360	30992	4996	11719310	11411888	1124577979529423
1181574	1162816	18758	2463	6400816	6305440	1124577987594507
519700	502826	16874	4156	9927696	9027788	1124577998526503
1249196	1166652	82544	3982	9605324	9411630	1124578009844035
1188842	1161784	27058	4075	10046528	9547416	1124578021575605
1304400	1162772	141628	3998	9739852	9508642	1124578033113067
1101346	1083212	18134	3427	8581482	8164558	1124578043267961
1189502	1165358	24144	2191	6279040	5779834	1124578051209925
1199968	1183094	16874	4544	10833254	10484878	1124578063704303
342554	323782	18772	3891	9711526	8324956	1124578074236765
1178900	1162086	16814	4101	9896760	9578020	1124578085773075
658188	641862	16326	3295	8359774	7449316	1124578095260277
1241900	1171138	70762	2535	6805856	6509076	1124578103769921
1177506	1160182	17324	27	1830594	1432740	1124578107247515
973780	956380	17400	2511	5953530	6194092	1124578114637733
1260864	1158330	102534	4626	11261308	10710156	1124578127618733
1191618	1163494	28124	4697	10726172	10782354	1124578140015365
347452	329854	17598	4859	11332694	10267046	1124578152159107
532904	515402	17502	1572	5000998	3875274	1124578158154517
384392	364980	19412	447	2512426	1476424	1124578161511961
1176560	1158294	18266	3556	8500164	8485884	1124578171658085
1179106	1161592	17514	4871	11495342	11119088	1124578184800503
1175540	1158810	16730	3275	7946300	7922804	1124578194384863
1218794	1166924	51870	1540	4606292	4497184	1124578200670081
1197582	1181254	16328	3078	7870326	7550972	1124578210198783
446174	428288	17886	1572	4368750	3788872	1124578215475361
551886	535632	16254	1286	4283940	3321512	1124578220785013
1175874	1158718	17156	4158	10013378	9690070	1124578232434933
1181024	1162542	18482	156	1943328	1689618	1124578236020055
627960	611032	16928	590	2116878	2004734	1124578239224973
344168	321606	22562	1788	5355894	4117814	1124578245387125
1178520	1159384	19136	4822	11414116	11018916	1124578258441361
1244022	1193738	50284	271	2225578	1983880	1124578262370823
1199188	1180046	19142	2722	7283936	6841764	1124578271337925
235966	214326	21640	3041	7728726	6515780	1124578279762667
618448	602096	16352	1519	4888872	3857714	1124578285741143
575608	559320	16288	1506	4616424	3785626	1124578291404215
1120600	1101996	18604	4306	10296702	9931022	1124578303281107
1177592	1161516	16076	3273	8221154	7922132	1124578313142001
1178394	1160640	17754	1904	5723024	5185200	1124578320504801
442436	424662	17774	2294	6404888	5227922	1124578327812747
680318	662640	17678	1597	5038934	4076598	1124578334004613
1179476	1161036	18440	2113	6038104	5602304	1124578341683715
1186052	1168468	17584	412	2378970	2208634	1124578345718235
1175720	1159074	16646	138	1962854	1649278	1124578349333881
1176726	1160392	16334	3347	7659474	8067588	1124578358630835
1193736	1162666	31070	16	1883118	1424364	1124578362169787
1175242	1158520	16722	1746	4658100	4865822	1124578368463325
557624	540934	16690	4935	11667988	10624456	1124578381149555
1183790	1166920	16870	3464	8831610	8309874	1124578391625615
890908	872898	18010	3745	9174132	8579468	1124578402162675
1123134	1105674	17460	2732	7283454	6784310	1124578411030801
1124306	1106788	17518	1498	4242584	4318512	1124578416857935
1185490	1169246	16244	4146	9575580	9675664	1124578428081045
1203654	1163482	40172	1096	3749224	3596792	1124578433495173
1175072	1158062	17010	1260	4050646	3891942	1124578439190573
1182192	1164630	17562	4117	9893752	9614484	1124578450727557
1174592	1158000	16592	2011	5399420	5393854	1124578457763919
1053642	1036928	16714	172	2138736	1598818	1124578461426961
751592	732040	19552	2268	5941378	5502716	1124578468580823
1185164	1166048	19116	4094	9908602	9571556	1124578480136361
1038970	1016088	22882	745	3412062	2726972	1124578485048095
1185028	1163322	21706	2672	6795984	6727942	1124578493490115
1183070	1164132	18938	3355	8084570	8091240	1124578503230063
1314614	1160606	154008	1239	4050638	3991110	1124578509055547
1248580	1160772	87808	4099	9645810	9645488	1124578520409453
1117642	1099866	17776	3278	8127950	7872002	1124578530116427
1003106	984050	19056	2673	6593214	6547556	1124578538173943
838568	818584	19984	2143	6137596	5334728	1124578545623365
300048	281564	18484	1737	5257272	3982422	1124578551664765
1183864	1165886	17978	1406	4619496	4208308	1124578557960521
1200096	1168632	31464	797	3338934	3004030	1124578562972733
770336	752158	18178	643	2984982	2266186	1124578567200973
1195400	1173106	22294	3558	9111640	8520528	1124578577981921
993120	975850	17270	4047	9978036	9296876	1124578589425463
264492	247814	16678	882	3179620	2226022	1124578593332787
726650	709292	17358	2473	6570884	5871902	1124578601090895
368860	352120	16740	1585	4879214	3736932	1124578606803075
1020468	1002910	17558	2540	6484704	6297708	1124578614768635
1178170	1161846	16324	4264	10225606	9903290	1124578626634213
785628	768078	17550	2738	7294732	6460574	1124578635175615
1177276	1159934	17342	2733	7501008	6841108	1124578644315205
1178256	1161432	16824	4271	10107932	9917560	1124578656062103
1181956	1165056	16900	2902	7104108	7183612	1124578664809705
987492	970446	17046	3628	8962560	8441994	1124578675221155
967632	949444	18188	3111	7817390	7388210	1124578684467227
1184146	1166830	17316	266	1905490	1914454	1124578688015717
1265040	1239004	26036	4833	11675170	11129016	1124578701416503
359058	341940	17118	157	2005414	871264	1124578704240525
957356	940736	16620	226	1938260	1608128	1124578707596773
1059096	900096	159000	1531	4734770	4318362	1124578713862463
1175598	1158670	16928	3004	7302646	7382070	1124578722810925
434362	417048	17314	3731	8589880	8094210	1124578732295615
194596	175448	19148	4131	9775946	8653288	1124578742725765
1059368	1043030	16338	3481	8655636	8219732	1124578752902467
1176206	1158382	17824	587	3089826	2547016	1124578757631285
533130	516370	16760	4252	10161080	9235528	1124578768796103
1178022	1160538	17484	3693	9049008	8760986	1124578779484893
1177412	1161234	16178	3638	8917068	8651536	1124578790048241
397456	380734	16722	2737	6811912	6068942	1124578797720205
1178262	1161486	16776	1854	5524346	5087462	1124578804892965
212330	193986	18344	262	1789092	932988	1124578807356995
1174938	1157944	16994	2312	6009122	5996472	1124578815001555
1146276	1118952	27324	533	2412008	2410418	1124578819020885
1183934	1163968	19966	3593	9024248	8567374	1124578829690423
1174704	1157662	17042	99	1610224	1570624	1124578832945183
752634	700580	52054	4288	9634936	9525894	1124578843793045
1179484	1162648	16836	4109	9992848	9598704	1124578855435795
308512	288026	20486	2408	6081996	5321756	1124578862286783
1115208	1097814	17394	3027	7904112	7366720	1124578871767415
496158	479348	16810	4985	11758762	10667634	1124578884494241
1178394	1162288	16106	678	3264286	2732728	1124578889396463
284944	264696	20248	2117	5802616	4716382	1124578895944935
789180	772416	16764	2293	6192660	5575730	1124578903387143
1188550	1170162	18388	1789	5178924	4963824	1124578910214457
807352	788946	18406	914	3384608	2833224	1124578914867183
1188806	1171294	17512	4153	9995854	9691348	1124578926512595
916652	898166	18486	1515	4581802	4144002	1124578932472365
1179870	1159590	20280	1040	4185382	3459098	1124578938299653
1034176	1014634	19542	4496	10672052	10235908	1124578950477881
265312	246144	19168	3415	8587900	7303266	1124578959802955
2733586	2730680	2906	4104	10081898	11149984	1124578973113121
748918	732276	16642	3390	8576700	7737050	1124578982910281
551072	440762	110310	3186	8289720	7120448	1124578992210335
1179874	1162394	17480	4864	11432664	11105842	1124579005285041
1180582	1164604	15978	3823	8995370	9024720	1124579015921685
703272	686968	16304	4098	9798436	9099156	1124579026892303
955682	936086	19596	155	2074878	1462384	1124579030384675
1180994	1164738	16256	3875	9205562	9145030	1124579041231921
691444	673574	17870	4861	11164236	10611116	1124579053548281
1177924	1159422	18502	2928	7756208	7233084	1124579062958675
875912	859854	16058	110	1827498	1292822	1124579066122623
1181312	1163606	17706	1900	5190120	5182692	1124579072955975
1178168	1161922	16246	4545	10646682	10464982	1124579085238743
1238562	1151710	86852	3369	8445386	8174004	1124579095383063
1092782	1075208	17574	2297	5992502	5884224	1124579102929227
814024	792444	21580	4406	10538296	9823854	1124579114742343
1185818	1167090	18728	787	3300564	2958104	1124579119690143
1182484	1164456	18028	3521	8414304	8421618	1124579129764735
1003596	985356	18240	2005	5194102	5210996	1124579136479863
1200162	1171566	28596	1318	3895026	4044828	1124579142048375
422002	403818	18184	4294	10504026	9219230	1124579153446161
1177936	1160110	17826	824	3368714	3035320	1124579158466055
1183930	1164156	19774	1278	4233638	3949338	1124579164356009
1176592	1158374	18218	2680	6867676	6746494	1124579172870615
0	0	0	0	0	0	0
1181134	1161108	20026	3047	7357572	7483920	1124579187189041
1181802	1163888	17914	162	1686620	1713982	1124579190527685
1189894	1170982	18912	1420	4135044	4259734	1124579196325721
1177106	1158320	18786	1616	4874988	4617940	1124579202850881
1178326	1159726	18600	4621	11083520	10628922	1124579215583921
1198510	1180654	17856	1886	5613236	5168836	1124579222868023
