# Loop @ Start frequency 2400000Hz took 1323.86 cycles
# Interval [1322 ; 1326]
# Q1 : 1320 ; Q3 : 1324
# Loop @ Target frequency 2900000Hz took 1095.63 cycles
# Interval [1094 ; 1098]
# Q1 : 1092 ; Q3 : 1094
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
161224	140298	20926	3567	428680418	428207504	12756864395174256
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1563660	1553084	10576	3036	10804106	10986384	12756864431012822
396834	386064	10770	4996	16888672	15686088	12756864448596600
681750	671350	10400	2463	9137608	8389830	12756864458713142
1112998	1102422	10576	4156	14170616	13886298	12756864474294540
508008	497642	10366	3982	13752448	12763040	12756864488854640
1423800	1413306	10494	4075	13938018	13956004	12756864504513452
280798	270364	10434	3998	13880058	12601558	12756864518972520
1462740	1452314	10426	3427	12160374	12054928	12756864532892220
498630	488410	10220	2191	8234612	7393550	12756864541924442
1650830	1640470	10360	4544	15293082	15588496	12756864559166512
496916	486388	10528	3891	13482500	12479560	12756864573444028
1475152	1464638	10514	4101	14036838	14086162	12756864589252104
802956	792506	10450	3295	11708636	11002648	12756864602062888
395782	385490	10292	2535	9521336	8320452	12756864612295518
1597112	1586794	10318	27	1942424	2024962	12756864616133580
1346506	1336184	10322	2511	9277782	9201180	12756864627055482
662674	652354	10320	4626	15794346	14852858	12756864643817316
1421488	1411044	10444	4697	15719666	15823524	12756864661261616
1579324	1568916	10408	4859	16171640	16468704	12756864679317036
1658240	1647810	10430	1572	6574500	6707472	12756864687853872
1615428	1605264	10164	447	3132444	3296078	12756864692908040
957724	947270	10454	3556	12586232	11944250	12756864706757006
227310	216810	10500	4871	16230906	15150200	12756864723520092
1257826	1247392	10434	3275	11659744	11403490	12756864736740678
483652	473392	10260	1540	6279438	5436612	12756864743807934
