# Loop @ Start frequency 1600000Hz took 1986.12 cycles
# Interval [1984 ; 1988]
# Q1 : 1980 ; Q3 : 1984
# Loop @ Target frequency 1500000Hz took 2119.69 cycles
# Interval [2117 ; 2122]
# Q1 : 2112 ; Q3 : 2116
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1136866	1107980	28886	3567	588585558	588747466	12758036315907740
202466	187308	15158	4812	16116774	15074182	12758036332726740
739114	724342	14772	907	4298122	3927364	12758036338261512
1305746	1290758	14988	3036	10925690	10851712	12758036350988100
1338440	1323328	15112	4996	17036812	16762242	12758036369857952
1099090	1083832	15258	2463	9106178	8929052	12758036380554644
398952	383880	15072	4156	14025612	13306440	12758036395468276
1134928	1119860	15068	3982	13498772	13518632	12758036410597000
820934	806024	14910	4075	13775910	13486818	12758036425687320
1669112	1654078	15034	3998	13545864	14099776	12758036441392056
1330152	1315020	15132	3427	12033352	12051924	12758036455245256
1399318	1384272	15046	2191	8244530	8421950	12758036465379448
1289276	1274292	14984	4544	15370016	15355964	12758036482529404
1539872	1525078	14794	3891	13252224	13678048	12758036497813056
767866	752910	14956	4101	13887558	13509840	12758036512957280
1673432	1658338	15094	3295	11940468	12004626	12758036527064264
939734	924524	15210	2535	9239498	8991730	12758036537733408
1143276	1128650	14626	27	1631424	1685050	12758036540998660
801668	786616	15052	2511	9605692	8789584	12758036551895424
904148	889196	14952	4626	15930720	15219862	12758036569221840
1667288	1651916	15372	4697	15647440	16195384	12758036587029376
1666596	1651240	15356	4859	16319424	16678468	12758036605512640
553384	538546	14838	1572	6349196	5731500	12758036612902092
1610820	1595816	15004	447	2972056	3408922	12758036617973040
1562384	1547306	15078	3556	12216592	12677614	12758036632245536
342176	327146	15030	4871	16237280	15387370	12758036649314760
704712	689420	15292	3275	11606348	10975050	12758036662118600
273028	257994	15034	1540	6161000	5366814	12758036669043332
1260196	1245128	15068	3078	11113884	10943056	12758036681909248
161654	146668	14986	1572	6667218	5334790	12758036689232748
698756	683742	15014	1286	5529952	5015114	12758036695950004
658752	643650	15102	4158	14524944	13570032	12758036711625620
689636	674950	14686	156	1993308	1627180	12758036714826000
1621572	1606928	14644	590	3841080	3848810	12758036720779948
540980	525916	15064	1788	7233768	6357512	12758036729043084
922992	908022	14970	4822	16515632	15824180	12758036746975408
527892	512876	15016	271	2724344	1805318	12758036750722336
1318968	1303878	15090	2722	9691224	9933408	12758036762221852
926456	911040	15416	3041	11060424	10497068	12758036774698816
1448606	1433886	14720	1519	6152174	6456862	12758036782789856
398864	383788	15076	1506	6075608	5375136	12758036789752008
1155384	1140314	15070	4306	14449316	14502212	12758036805849996
189754	174784	14970	3273	11648118	10476386	12758036818181708
1176110	1161038	15072	1904	7303126	7342002	12758036827152980
1487828	1472900	14928	2294	8575788	8821384	12758036837703372
422748	407706	15042	1597	6544036	5669200	12758036845162068
1046900	1032144	14756	2113	7864384	7838780	12758036854567284
1618468	1603448	15020	412	2787876	3314300	12758036859466528
1231204	1216568	14636	138	2177992	2111536	12758036863365008
1301426	1286366	15060	3347	11751830	11784370	12758036876912100
1196392	1182142	14250	16	1897100	1710454	12758036880490152
1660308	1645548	14760	1746	6793068	7355684	12758036889431092
805582	790658	14924	4935	16447578	16041014	12758036907171064
1078532	1063258	15274	3464	12000544	11914048	12758036920744356
1035896	1020896	15000	3745	12798224	12710470	12758036935070400
405842	390782	15060	2732	9977970	9050666	12758036945945028
655260	640230	15030	1498	6109468	5607000	12758036953203676
1663704	1648614	15090	4146	14342300	14536326	12758036969700208
1297430	1282456	14974	1096	5366974	5049278	12758036976855084
1162406	1147788	14618	1260	5531418	5400330	12758036984040604
1081696	1066802	14894	4117	14402412	13874964	12758037000013592
719290	704620	14670	2011	7708974	7205946	12758037008929184
722628	707796	14832	172	2283172	1703226	12758037012428272
1414694	1399694	15000	2268	8527130	8668630	12758037022865088
1500148	1485132	15016	4094	13814988	14226526	12758037038690068
773320	758304	15016	745	3869260	3471636	12758037043826264
430120	415094	15026	2672	9537680	8895430	12758037054284208
683088	667980	15108	3355	11673920	11191754	12758037067131292
919858	904626	15232	1239	5623598	5095152	12758037074170832
1157484	1142312	15172	4099	13993996	13892236	12758037089815824
382614	367630	14984	3278	11710642	10662178	12758037102395076
334160	319002	15158	2673	9694248	8802080	12758037112917444
1472544	1457296	15248	2143	8492944	8355998	12758037123375568
166706	151668	15038	1737	6763430	5831992	12758037130799940
630624	615436	15188	1406	5757408	5306544	12758037137707468
724950	710166	14784	797	4012718	3575294	12758037142940692
1137732	1122968	14764	643	4026056	3549676	12758037148623924
1670508	1655324	15184	3558	12413600	12799068	12758037163211152
1107748	1092710	15038	4047	13768420	13697544	12758037178594412
736380	721560	14820	882	4204752	3855352	12758037184056240
1229570	1214772	14798	2473	8984414	9113458	12758037194779044
387686	372922	14764	1585	6474250	5610172	12758037202146480
303286	287862	15424	2540	9157958	8383992	12758037212115260
506040	490998	15042	4264	14854000	13749000	12758037227979608
307196	292530	14666	2738	9955488	8981658	12758037238746600
453866	439144	14722	2733	9747770	9113842	12758037249473160
927998	913186	14812	4271	14527302	14191426	12758037265429332
702358	687512	14846	2902	10503954	9867384	12758037277142316
593176	578348	14828	3628	12518956	11930348	12758037290755460
1197560	1182698	14862	3111	11075780	10982986	12758037303531864
928890	914464	14426	266	2385018	2204028	12758037307351504
1298082	1283078	15004	4833	16112482	16244018	12758037325264948
1010292	995786	14506	157	2134080	1959338	12758037328912636
562512	547966	14546	226	2340984	1710380	12758037332319688
1501666	1486576	15090	1531	6584638	6593742	12758037340899692
1201028	1185960	15068	3004	10552236	10657020	12758037353157188
168868	154002	14866	3731	13261740	11820230	12758037367098392
571090	556258	14832	4131	14046174	13414612	12758037382216424
363048	347858	15190	3481	12120068	11266924	12758037395305740
1228504	1213984	14520	587	3718296	3465304	12758037400753328
744084	729208	14876	4252	14302216	13949086	12758037416304688
1136148	1121250	14898	3693	13015168	12689336	12758037430960736
189822	174766	15056	3638	12471434	11560130	12758037444119776
358998	343960	15038	2737	9892270	9029362	12758037454874812
1405592	1390742	14850	1854	7125016	7433904	12758037463900416
573010	558108	14902	262	2359346	1839494	12758037467338612
1662274	1647556	14718	2312	8902882	9064646	12758037478400168
201614	187154	14460	533	3229070	2277088	12758037482338668
530570	515262	15308	3593	12779298	11764782	12758037496150524
1099724	1085276	14448	99	1993232	1867672	12758037499742520
1296818	1281796	15022	4288	14611834	14610252	12758037516149004
689796	674748	15048	4109	14262380	13468802	12758037531607660
199292	184528	14764	2408	8950276	7890134	12758037541259916
1385516	1370464	15052	3027	10757388	10918042	12758037553902840
1117046	1102048	14998	4985	16538610	16518936	12758037572064528
832146	817146	15000	678	4110722	3328630	12758037577511032
402784	363294	39490	2117	7925072	7216974	12758037586344676
814052	799282	14770	2293	8522672	8155694	12758037596186448
1078062	1062936	15126	1789	7457962	6914596	12758037605219548
617716	602638	15078	914	4834664	3836408	12758037611172920
633920	618994	14926	4153	14523588	13546752	12758037626826864
1678582	1663780	14802	1515	6218334	6694912	12758037635228040
1443012	1428390	14622	1040	5140296	5039122	12758037642312964
1673290	1658428	14862	4496	15558310	15612598	12758037660048524
1481962	1466902	15060	3415	12315862	12185442	12758037674345644
1262760	1246946	15814	4104	14244568	14023586	12758037690353880
1482168	1467132	15036	3390	11720316	12109602	12758037704053144
693382	678288	15094	3186	11633270	10703722	12758037716884976
1214462	1199390	15072	4864	16385826	16248062	12758037734986116
1732492	1717428	15064	3823	13559360	13659708	12758037750785816
1063958	1048804	15154	4098	13834634	13809068	12758037766185964
856350	841782	14568	155	2131526	1797904	12758037769677612
852744	837770	14974	3875	13271584	12931284	12758037784300060
426780	411712	15068	4861	16237776	15447790	12758037801469200
693476	678536	14940	2928	10332916	9938722	12758037812998032
1615612	1600990	14622	110	2204180	2424592	12758037817341176
993492	978560	14932	1900	7438256	7159602	12758037826281204
1666188	1651106	15082	4545	15252648	15740744	12758037843704932
429020	413998	15022	3369	11779128	10992612	12758037856417524
366884	351914	14970	2297	8564368	7720312	12758037865857776
533054	518170	14884	4406	14780806	14199540	12758037881673712
671466	656684	14782	787	4044718	3505334	12758037886891068
1657340	1642506	14834	3521	12632460	12678614	12758037901686096
1082158	1067240	14918	2005	7564026	7563162	12758037910840588
1016208	1001486	14722	1318	5538600	5440662	12758037917897764
362504	348078	14426	4294	14771036	13694050	12758037933534288
743206	728518	14688	824	4008826	3686840	12758037938790328
1500506	1485828	14678	1278	5611266	5803492	12758037946401240
1673418	1658712	14706	2680	9814666	10175444	12758037958395964
1410118	1395486	14632	1094	4979554	5155734	12758037965291672
998104	983198	14906	3047	11070296	10598884	12758037977856856
700836	686240	14596	162	2171596	1666498	12758037981234816
781270	766470	14800	1420	5980602	5510100	12758037988492072
1667324	1652342	14982	1616	6636876	6983920	12758037997300248
870254	855266	14988	4621	15460498	15180742	12758038014131280
832594	817624	14970	1886	7620834	6955264	12758038023090128
177204	162204	15000	4189	14195268	13194822	12758038037961688
1255080	1239146	15934	4642	16046152	15633184	12758038055766788
518146	503372	14774	2200	8274538	7584594	12758038065067892
365926	350760	15166	4100	14258794	13117636	12758038080191360
667484	652418	15066	3859	13661280	12704110	12758038095026280
639688	624714	14974	1704	6957644	6218376	12758038103124156
872904	857712	15192	4153	14530492	13787390	12758038119024988
1272918	1257904	15014	3768	13431954	13034936	12758038134236764
367064	352136	14928	2718	9891656	8985164	12758038144988160
1653964	1638944	15020	3756	12822936	13367808	12758038159970344
1661936	1646894	15042	1692	6675416	7207638	12758038168810324
488336	473250	15086	4481	15054724	14381110	12758038184863740
475054	460182	14872	1863	7277566	6531142	12758038193113688
941854	926726	15128	2575	9799874	9129840	12758038204354864
580984	565950	15034	1574	6494052	5770282	12758038211928124
1657344	1642186	15158	4855	16061904	16662174	12758038230153752
1073400	1058824	14576	44	1721520	1688408	12758038233451516
1666474	1651564	14910	4716	16004698	16262660	12758038251624676
311108	296078	15030	3488	12009080	11232728	12758038264449496
854140	839170	14970	2537	9376336	8913798	12758038275186340
1384740	1369692	15048	3773	12939288	13158382	12758038290010804
1049186	1034302	14884	320	2962134	2517622	12758038294526760
637686	622962	14724	1013	4631278	4151090	12758038300298488
1042518	1027492	15026	613	3598674	3355052	12758038305444052
1016028	1001032	14996	4795	15922844	15845650	12758038322880892
778316	763372	14944	1000	5094264	4253864	12758038329254400
1322936	1308368	14568	2181	8182308	8332450	12758038339262580
1586486	1571534	14952	4979	16560406	16960102	12758038357914240
1281374	1266266	15108	1799	6970294	7140592	12758038366671540
436960	422272	14688	1483	6126224	5354830	12758038373737304
1344230	1329124	15106	1306	5462322	5735372	12758038381046364
1422562	1407952	14610	1083	4915606	5133254	12758038387888552
1221374	1206626	14748	2629	9461014	9571958	12758038399087320
1386416	1371322	15094	847	4151568	4402874	12758038405130220
677530	662274	15256	3437	12104538	11443086	12758038418416124
257066	241938	15128	2324	8767546	7689880	12758038427943900
547982	532214	15768	2335	9088690	8019988	12758038438081416
1520734	1505638	15096	4813	16212034	16407278	12758038456310960
1276554	1261296	15258	4546	15408702	15362870	12758038473500368
1331370	1316120	15250	3083	10868846	11040154	12758038486200016
1396514	1381424	15090	4348	14828722	14890428	12758038502929440
1464702	1449630	15072	1639	6954890	6851938	12758038511847620
819382	804236	15146	4708	16182234	15390918	12758038529350976
470952	456482	14470	3991	13868716	12913352	12758038544194404
747168	732438	14730	895	4703308	3904450	12758038550148108
935484	920844	14640	130	2430120	1807506	12758038554008728
