# Loop @ Start frequency 2500000Hz took 1271.87 cycles
# Interval [1269 ; 1274]
# Q1 : 1268 ; Q3 : 1270
# Loop @ Target frequency 1800000Hz took 1764.75 cycles
# Interval [1762 ; 1767]
# Q1 : 1760 ; Q3 : 1762
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
429788	409094	20694	3567	428928452	429014654	12756771616218710
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
851222	841010	10212	4996	16659546	16139432	12756771668908058
1042134	1031922	10212	2463	9317236	8750388	12756771679696818
1040538	1030310	10228	4156	14032728	13815990	12756771695198450
382930	372646	10284	3982	13864856	12637244	12756771709870510
1077596	1067500	10096	4075	13751378	13610774	12756771725128654
639678	629368	10310	3998	13912400	12940686	12756771740110278
835034	824858	10176	3427	12204990	11430236	12756771753579074
362210	352242	9968	2191	8052140	7257470	12756771762423254
471388	461210	10178	4544	15272186	14407412	12756771778595368
162886	152698	10188	3891	13262464	12147226	12756771792449290
1665724	1655464	10260	4101	13764826	14277548	12756771808309084
661708	651422	10286	3295	11506508	10875314	12756771820907770
925176	915022	10154	2535	9138728	8849278	12756771831398124
1605940	1596004	9936	27	1666810	2023660	12756771835101604
1224200	1214054	10146	2511	9198424	9080516	12756771845952248
821672	810746	10926	4626	15433962	15005486	12756771862660154
1466582	1456348	10234	4697	15681592	15862474	12756771880236028
1386790	1376550	10240	4859	16290640	16276062	12756771898341150
881292	871186	10106	1572	6444400	5925300	12756771906096030
539790	529858	9932	447	3288458	2215734	12756771910351638
823772	813466	10306	3556	12294056	11802040	12756771923900218
287642	277328	10314	4871	16427978	15203386	12756771941043190
1675772	1665544	10228	3275	11379272	11817248	12756771954528664
1657862	1647806	10056	1540	6396652	6606908	12756771963010588
1101230	1090986	10244	3078	10905444	10648482	12756771975449108
850622	840374	10248	1572	6396740	5893554	12756771983126690
864976	854984	9992	1286	5789866	5049502	12756771990210310
1564806	1554544	10262	4158	14159042	14347164	12756772006362528
812174	802166	10008	156	2057476	1617572	12756772009662268
0	0	0	0	0	0	0
1657980	1647754	10226	1788	6988784	7344624	12756772023623028
1666794	1656660	10134	4822	16163274	16451062	12756772041885588
712516	702506	10010	271	2268896	1858508	12756772045300900
1664980	1654744	10236	2722	9717450	10151188	12756772057114648
1666974	1656670	10304	3041	10583354	11108596	12756772069797588
634820	624734	10086	1519	6077760	5516810	12756772076942000
919626	909528	10098	1506	6401526	5764228	12756772084691100
197808	187488	10320	4306	14413052	13423472	12756772099729940
1455922	1445770	10152	3273	11316608	11587810	12756772112932810
509942	499832	10110	1904	7273812	6545500	12756772121145088
1663846	1653698	10148	2294	8810896	8869376	12756772132073830
1664400	1654120	10280	1597	6470208	6782344	12756772140640068
1412454	1402400	10054	2113	7850824	8073104	12756772150333568
1620892	1610890	10002	412	2948358	3191770	12756772155333700
1462636	1452534	10102	138	2128430	2234734	12756772159356480
778296	768022	10274	3347	11594502	11133282	12756772172161158
1389574	1379584	9990	16	2001326	1774666	12756772175979834
1654656	1644492	10164	1746	7171578	7217370	12756772185236664
1056362	1046002	10360	4935	16417938	16163956	12756772203146464
1233872	1223706	10166	3464	11935242	11938754	12756772216744148
1424976	1414800	10176	3745	12743706	12970864	12756772231343100
931416	920982	10434	2732	9812744	9446826	12756772242512910
424398	414392	10006	1498	6216496	5247320	12756772249583984
994636	984458	10178	4146	14041430	13738582	12756772265049880
1252296	1242126	10170	1096	5228878	4868938	12756772271984664
1195148	1184618	10530	1260	5721328	5302996	12756772279329040
956114	945962	10152	4117	13923268	13608716	12756772294626160
1149636	1139256	10380	2011	7648860	7499616	12756772303843380
994824	984816	10008	172	2054634	1837806	12756772307309958
894318	884182	10136	2268	8727332	8011876	12756772317349338
516812	506498	10314	4094	13774566	13100946	12756772332059108
821104	811136	9968	745	3803120	3381520	12756772337101138
972052	961830	10222	2672	9925332	9299422	12756772348415658
677358	666944	10414	3355	11639672	11051156	12756772361149160
