# Loop @ Start frequency 2400000Hz took 1323.55 cycles
# Interval [1322 ; 1325]
# Q1 : 1320 ; Q3 : 1324
# Loop @ Target frequency 1500000Hz took 2119.13 cycles
# Interval [2116 ; 2122]
# Q1 : 2112 ; Q3 : 2116
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1664014	1642438	21576	3567	429065442	429138704	12756980105256700
546644	536092	10552	4812	15987116	15285574	12756980122276060
352976	342568	10408	907	4309512	3406096	12756980127418824
1664462	1653942	10520	3036	10522118	11088114	12756980140085400
214932	203948	10984	4996	16566920	15505862	12756980157368440
1295710	1285146	10564	2463	9011274	9002650	12756980168158252
1658640	1648120	10520	4156	14386000	14433356	12756980184679892
315252	304840	10412	3982	13477396	12569250	12756980198956452
830554	820088	10466	4075	14145482	13362664	12756980214415356
231174	220624	10550	3998	13638386	12530608	12756980228762500
1481676	1471190	10486	3427	11768152	12073228	12756980242490428
341958	331500	10458	2191	8165958	7235870	12756980251478696
489372	478812	10560	4544	15422060	14423846	12756980267868704
1559620	1548990	10630	3891	13163744	13541276	12756980283071432
869522	859022	10500	4101	13938030	13481446	12756980298357444
1269232	1258722	10510	3295	11301404	11465982	12756980311408220
1559344	1548876	10468	2535	9147008	9485370	12756980322589476
1606560	1596286	10274	27	1616684	2021602	12756980326293988
1063274	1052828	10446	2511	9087466	8914610	12756980336926216
726636	716192	10444	4626	15491728	14907666	12756980353628268
1597428	1586938	10490	4697	15640932	15990938	12756980371346160
1301528	1290964	10564	4859	16215744	16179514	12756980389342900
869316	858766	10550	1572	6274320	5910358	12756980396964544
1628558	1618282	10276	447	2980350	3300582	12756980402054560
1655816	1645312	10504	3556	12586128	12634632	12756980416779984
1559720	1549174	10546	4871	16026016	16475440	12756980434841896
1449428	1438944	10484	3275	11283760	11588712	12756980448052920
713598	702998	10600	1540	6587154	5659192	12756980455831984
448124	437494	10630	3078	10688960	9996908	12756980467445300
588000	577708	10292	1572	6370900	5628952	12756980474884948
1475342	1464904	10438	1286	5377862	5660564	12756980482215980
1144092	1133572	10520	4158	14117148	13923338	12756980497953704
775770	765506	10264	156	1954242	1598346	12756980501158948
1292848	1282548	10300	590	3707712	3392898	12756980506638180
186428	175858	10570	1788	6879744	5873328	12756980514184280
1443272	1432798	10474	4822	15951124	16211928	12756980532057700
1136642	1126332	10310	271	2763786	2281186	12756980536434984
305816	295350	10466	2722	9753064	8787016	12756980546968188
1665650	1655204	10446	3041	11051334	11105586	12756980560164992
333684	323398	10286	1519	5986088	5213750	12756980566964816
753914	743400	10514	1506	5987898	5598220	12756980574181936
844096	833572	10524	4306	14816740	14069372	12756980590320044
1538780	1528340	10440	3273	11464516	11676254	12756980603812460
1412404	1401840	10564	1904	7246712	7452730	12756980612964056
1030446	1020010	10436	2294	8786390	8239156	12756980623269808
769232	758838	10394	1597	6355312	5891946	12756980630882924
1666112	1655738	10374	2113	7939896	8334038	12756980641000920
200288	189944	10344	412	2727340	1775698	12756980644422516
831378	821036	10342	138	2023330	1587268	12756980647768204
1054222	1043764	10458	3347	11535674	11416522	12756980660848560
1283098	1272776	10322	16	1564314	1673744	12756980664188984
187056	176458	10598	1746	6804580	5755676	12756980671671664
889174	878560	10614	4935	16340726	16001254	12756980689388432
436896	426516	10380	3464	12060564	11162678	12756980702374424
1354766	1344256	10510	3745	13046566	12906216	12756980717266108
367492	357082	10410	2732	10123672	8886438	12756980728250424
268802	258422	10380	1498	6018418	5096712	12756980735029488
1505704	1494396	11308	4146	13874772	14257890	12756980750904632
1662958	1652614	10344	1096	4779150	5286234	12756980757858780
1093964	1083394	10570	1260	5278232	5208284	12756980764730236
687420	677006	10414	4117	13797872	13354516	12756980779704232
1192294	1181880	10414	2011	7484946	7554264	12756980788873536
829722	819324	10398	172	1993898	1689062	12756980792189260
1661030	1650650	10380	2268	8748622	8791666	12756980803088668
1681240	1670768	10472	4094	13692388	14277014	12756980818959296
800916	790622	10294	745	4182032	3374082	12756980824433004
1670626	1660318	10308	2672	9520910	10010532	12756980836116024
247778	237248	10530	3355	11508342	10634268	12756980848364780
769554	759160	10394	1239	5248646	4822714	12756980854875400
1540708	1530062	10646	4099	13751592	14153380	12756980870659060
1668966	1658490	10476	3278	11210054	11833722	12756980884057808
1090794	1080308	10486	2673	9586454	9441264	12756980895232816
173528	163048	10480	2143	7828404	6938668	12756980903734240
1546986	1536234	10752	1737	7048818	7094954	12756980912826332
805672	795026	10646	1406	5985736	5365220	12756980920112032
1664458	1653854	10604	797	3836966	4399998	12756980926112680
1084000	1073460	10540	643	3499120	3360500	12756980931194752
1664522	1653896	10626	3558	12235602	12663540	12756980945593528
1397246	1386552	10694	4047	13725218	13862376	12756980961221628
1084372	1073752	10620	882	4174412	4074518	12756980966978324
1169020	1158494	10526	2473	9198056	8922770	12756980977840412
215618	204924	10694	1585	6224766	5310658	12756980984776356
679992	669348	10644	2540	9388316	8632806	12756980995344828
1185602	1175052	10550	4264	14219034	14298152	12756981011248904
211648	201000	10648	2738	10127616	8756996	12756981022087888
454232	443552	10680	2733	9620328	8986052	12756981032662020
1669212	1658396	10816	4271	14195228	14801796	12756981049024188
1652360	1641684	10676	2902	10292300	10690798	12756981061472720
953900	943250	10650	3628	12524736	12162486	12756981075451472
1270616	1259950	10666	3111	10829600	10933172	12756981088051108
453762	443302	10460	266	2340302	1601116	12756981091340544
1559532	1548832	10700	4833	16130688	16377124	12756981109523820
1045062	1034542	10520	157	1920770	1867872	12756981112981004
538876	528516	10360	226	2641532	1567192	12756981116658828
1381422	1370710	10712	1531	6555882	6315420	12756981125094328
