# Loop @ Start frequency 1800000Hz took 1766.06 cycles
# Interval [1764 ; 1768]
# Q1 : 1762 ; Q3 : 1764
# Loop @ Target frequency 3001000Hz took 1059.87 cycles
# Interval [1058 ; 1062]
# Q1 : 1056 ; Q3 : 1058
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
851430	824114	27316	3567	541967630	540960510	12757540411428624
1117414	1103496	13918	4812	16138120	15964456	12757540429002204
624670	611134	13536	907	4444960	3775186	12757540434378384
1483660	1470174	13486	3036	10899454	11003896	12757540447068174
1406350	1392700	13650	4996	16785760	16795730	12757540465570464
601954	588494	13460	2463	9146384	8414082	12757540475624272
0	0	0	0	0	0	0
1665110	1651330	13780	3982	13814830	14025414	12757540507157674
959480	945900	13580	4075	14112280	13599626	12757540522535614
1271374	1257700	13674	3998	13689604	13676794	12757540537802868
1655800	1642218	13582	3427	11978284	12347794	12757540551741978
1421230	1407640	13590	2191	8605534	8417626	12757540562075214
1118044	1104604	13440	4544	15653264	15161354	12757540579151428
1671606	1658026	13580	3891	13654934	13751864	12757540594783104
844330	830600	13730	4101	14069620	13556136	12757540610000514
1659274	1645854	13420	3295	11906880	11962364	12757540623873264
347140	332440	14700	2535	9431134	8371124	12757540633958004
1444050	1430824	13226	27	2124020	1960544	12757540637832324
916804	903384	13420	2511	9569950	8871298	12757540648624008
370206	356694	13512	4626	15604184	14677540	12757540664903214
1655560	1642074	13486	4697	15981940	16149796	12757540682846904
1521064	1507650	13414	4859	16324810	16496536	12757540700998734
278258	264958	13300	1572	6485370	5419544	12757540708067182
1610050	1596426	13624	447	3399460	3400336	12757540713382374
1659670	1646126	13544	3556	12537850	12737416	12757540727884494
1257082	1243542	13540	4871	16624990	16271938	12757540746070596
0	0	0	0	0	0	0
485410	472094	13316	1540	6487390	5541966	12757540765835844
270106	256750	13356	3078	11259264	9923060	12757540777669824
1667860	1654300	13560	1572	6435370	6816196	12757540786076904
635740	622440	13300	1286	5892184	4924400	12757540792910064
0	0	0	0	0	0	0
1305520	1292374	13146	156	2430818	2216564	12757540813203988
1607924	1594768	13156	590	3808270	3814338	12757540818926548
936400	923134	13266	1788	7301584	6731380	12757540827469974
1658020	1644546	13474	4822	16152340	16531060	12757540845583104
663674	650528	13146	271	2779720	1918640	12757540849332328
1664076	1650610	13466	2722	10055684	10253206	12757540861358484
901086	887634	13452	3041	11035394	10445076	12757540873599474
640310	626640	13670	1519	6290200	5629766	12757540880835754
598182	584838	13344	1506	6554034	5546698	12757540888293836
1363746	1350320	13426	4306	14848874	14687206	12757540904816814
439778	426198	13580	3273	11726650	10680022	12757540917288742
0	0	0	0	0	0	0
212800	199430	13370	2294	8654440	7523056	12757540935620514
297370	283644	13726	1597	6676270	5516480	12757540942899984
363076	349640	13436	2113	8098990	7130980	12757540951668960
1463260	1450034	13226	412	3009814	3141400	12757540956450264
1340290	1327160	13130	138	2140710	2194726	12757540960238994
173752	160336	13416	3347	11900464	10626046	12757540972618170
0	0	0	0	0	0	0
385492	372240	13252	1746	7271464	6053332	12757540984271640
0	0	0	0	0	0	0
0	0	0	0	0	0	0
436060	422566	13494	3745	12986614	12088124	12757541028065844
0	0	0	0	0	0	0
763546	750230	13316	1498	6269514	5690426	12757541045997234
1394500	1380784	13716	4146	14452090	14245336	12757541062146204
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1113176	1099540	13636	4117	14360500	13869956	12757541091652870
343030	329784	13246	2011	7931620	6819586	12757541100235374
628510	615406	13104	172	2554144	1574634	12757541103726114
1410984	1397302	13682	2268	8521534	8653134	12757541113963112
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1352110	1338630	13480	4099	13971824	14053284	12757541184332184
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1286076	1272672	13404	1737	7127100	6918162	12757541225860910
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1272850	1259774	13076	643	3712630	3630026	12757541244529044
1361890	1348200	13690	3558	12571810	12440936	12757541258765394
0	0	0	0	0	0	0
526900	513524	13376	882	4455280	3602326	12757541279972784
498194	484684	13510	2473	9449170	8332668	12757541290227568
858662	845052	13610	1585	6590626	6036428	12757541297983342
0	0	0	0	0	0	0
415070	401660	13410	4264	14802130	13611716	12757541324837674
0	0	0	0	0	0	0
0	0	0	0	0	0	0
932326	918582	13744	4271	14550970	14149130	12757541362176090
0	0	0	0	0	0	0
280096	266720	13376	3628	12810930	11571772	12757541387813160
576610	563006	13604	3111	11171800	10319090	12757541399868594
451556	438404	13152	266	2721294	1680864	12757541403349944
0	0	0	0	0	0	0
1367200	1354126	13074	157	2390080	2269376	12757541425571664
0	0	0	0	0	0	0
1545700	1532244	13456	1531	6627310	6564404	12757541437422324
778816	765440	13376	3004	10827184	10204064	12757541449330224
385424	371852	13572	3731	12997858	11987618	12757541463015322
1670926	1657362	13564	4131	14226520	14465316	12757541479220220
584470	570960	13510	3481	12252324	11435870	12757541492358744
1116766	1103606	13160	587	3772944	3307072	12757541497556940
0	0	0	0	0	0	0
629230	615464	13766	3693	12903040	12115786	12757541526399444
414790	401226	13564	3638	12626920	11735616	12757541539748664
0	0	0	0	0	0	0
1687600	1674414	13186	1854	7337650	7669456	12757541560780254
354510	341416	13094	262	2522260	1573386	12757541563960424
1603900	1589626	14274	2312	8622220	8954870	12757541574493704
139640	126524	13116	533	3332834	2169556	12757541578275904
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
883180	869610	13570	4109	14085280	13614606	12757541627045844
1672646	1659156	13490	2408	9255314	9310296	12757541638280384
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1277030	1263600	13430	2117	8380800	8048000	12757541683244464
936336	922780	13556	2293	8815084	8232056	12757541693298114
1018486	1005186	13300	1789	7399078	6805706	12757541702023554
258100	244730	13370	914	4826410	3447314	12757541707410474
0	0	0	0	0	0	0
1657666	1644196	13470	1515	6380430	6624332	12757541730601020
1659670	1646424	13246	1040	5013820	5208820	12757541737576374
0	0	0	0	0	0	0
0	0	0	0	0	0	0
415446	401916	13530	4104	14228714	13130990	12757541782392324
1662126	1648450	13676	3390	12083374	12240286	12757541796445464
1044070	1030546	13524	3186	11290690	11013190	12757541809088694
246698	233094	13604	4864	16534000	15242128	12757541826173662
0	0	0	0	0	0	0
1661452	1647802	13650	4098	13978084	14359826	12757541857367370
721986	708666	13320	155	2183480	1618650	12757541860579110
1450924	1437194	13730	3875	13450634	13482968	12757541875787362
1496400	1482920	13480	4861	16298440	16479284	12757541893888854
1159516	1146086	13430	2928	10533310	10371752	12757541905882500
0	0	0	0	0	0	0
809260	795810	13450	1900	7726180	6931456	12757541918060394
0	0	0	0	0	0	0
849064	835660	13404	3369	11943030	11365334	12757541948771034
0	0	0	0	0	0	0
470860	457164	13696	4406	15123550	14092666	12757541975181924
0	0	0	0	0	0	0
560170	546684	13486	3521	12336004	11533750	12757541993781978
812290	799020	13270	2005	7960870	7247444	12757542002863044
287364	273834	13530	1318	5987426	4667260	12757542009446244
1255482	1241888	13594	4294	14899840	14540866	12757542025911416
0	0	0	0	0	0	0
850270	837030	13240	1278	5750466	5107926	12757542038034300
0	0	0	0	0	0	0
1485360	1471846	13514	1094	5026340	5194694	12757542056758134
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
620886	607340	13546	1616	6650008	5893314	12757542088728354
219640	206034	13606	4621	15610630	14482666	12757542104865654
0	0	0	0	0	0	0
989076	975324	13752	4189	14580788	13962344	12757542129155964
287446	273962	13484	4642	15975334	14618122	12757542145726170
0	0	0	0	0	0	0
358360	344636	13724	4100	14093554	13065516	12757542170808324
0	0	0	0	0	0	0
1662970	1649660	13310	1704	6823894	7198434	12757542193470054
0	0	0	0	0	0	0
1545516	1532030	13486	3768	13199348	13255150	12757542223236324
569434	555922	13512	2718	9831378	9136452	12757542233944282
0	0	0	0	0	0	0
1663540	1649964	13576	1692	7000720	7161316	12757542257820054
1065396	1051736	13660	4481	15520388	14908426	12757542274712124
1662160	1648444	13716	1863	7350310	7666426	12757542284033154
1214598	1200958	13640	2575	9753010	9354144	12757542295308632
739210	726016	13194	1574	6528384	5876624	12757542302883924
158710	145270	13440	4855	16456814	15116370	12757542319808674
1296380	1283294	13086	44	1977730	1859036	12757542323391514
1064284	1050626	13658	4716	16000726	15606610	12757542340763394
1056580	1043236	13344	3488	12212060	11923126	12757542354340344
1664830	1651420	13410	2537	9650734	9686744	12757542365962374
417740	404310	13430	3773	13183024	12141210	12757542379871104
