# Loop @ Start frequency 2200000Hz took 1443.15 cycles
# Interval [1442 ; 1444]
# Q1 : 1440 ; Q3 : 1444
# Loop @ Target frequency 1500000Hz took 2117.89 cycles
# Interval [2115 ; 2120]
# Q1 : 2112 ; Q3 : 2116
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
601750	579168	22582	3567	471960586	470970578	12757154440378244
770096	758180	11916	4812	16091616	15547166	12757154457743664
378930	367290	11640	907	4223182	3491150	12757154462841400
776054	764318	11736	3036	10731106	10236056	12757154474842032
845438	833926	11512	4996	16631782	16171700	12757154492812068
494014	482356	11658	2463	9361058	8241952	12757154503163336
543418	531866	11552	4156	14131222	13356810	12757154518335872
1327864	1316064	11800	3982	13597240	13621460	12757154533758636
158606	146960	11646	4075	13696766	12718236	12757154548098636
1655784	1644240	11544	3998	13672448	13987456	12757154563913848
1669856	1658372	11484	3427	11729864	12290692	12757154577806088
1323530	1311956	11574	2191	8244594	8247874	12757154587868972
1673298	1661796	11502	4544	15094094	15636886	12757154605119688
369882	358300	11582	3891	13158414	12380986	12757154619140032
1668522	1657008	11514	4101	13959298	14307330	12757154635256476
1658724	1647024	11700	3295	11563480	11885056	12757154648966240
667570	656022	11548	2535	9064630	8619100	12757154659189532
1422730	1411468	11262	27	1658066	1867008	12757154662754960
999864	988554	11310	2511	9065220	8880262	12757154673331084
1663268	1651798	11470	4626	15793916	15872754	12757154691272560
1659762	1648278	11484	4697	15568798	16083026	12757154708993008
161102	149440	11662	4859	16329182	15069140	12757154725972512
1652766	1641422	11344	1572	6218018	6723594	12757154734330012
1665950	1654706	11244	447	2757202	3369974	12757154739263496
888348	876714	11634	3556	12227892	11893524	12757154752869760
1659100	1647436	11664	4871	16079268	16603718	12757154771092184
646708	635244	11464	3275	11719248	10813006	12757154783945984
1675762	1664386	11376	1540	6287150	6651622	12757154792394404
1192334	1180772	11562	3078	10789926	10768248	12757154804873304
1534528	1522998	11530	1572	6285824	6622964	12757154813179644
1066838	1055280	11558	1286	5498110	5282434	12757154820233040
1162660	1151170	11490	4158	14260928	13973220	12757154836143376
1573298	1562030	11268	156	2028838	2404686	12757154840235288
1205730	1194244	11486	590	3367234	3337590	12757154845296920
1308054	1296740	11314	1788	7041150	7025080	12757154854129596
579678	568212	11466	4822	15898074	15377080	12757154871110176
857264	846070	11194	271	2655932	2032084	12757154875110960
891510	879966	11544	2722	9806110	9402552	12757154886290776
234004	222614	11390	3041	10798500	9699554	12757154897814416
893672	882062	11610	1519	6025660	5806568	12757154905217148
243254	231888	11366	1506	6204854	5115916	12757154912153688
544940	533420	11520	4306	14739132	13816424	12757154927928696
238904	227430	11474	3273	11459480	10399508	12757154940115152
935770	924504	11266	1904	7378942	6998460	12757154948916776
1672262	1660786	11476	2294	8543802	8901512	12757154959622568
218188	206702	11486	1597	6266556	5363394	12757154966596560
1429680	1418144	11536	2113	7889852	8117816	12757154976406636
527770	516574	11196	412	2845138	2126104	12757154980263560
991906	980628	11278	138	1970438	1769136	12757154983711612
1580638	1568772	11866	3347	11613278	11962878	12757154997388240
1432748	1421268	11480	16	1832660	1844928	12757155001144984
1614988	1603682	11306	1746	6902880	7206646	12757155010151504
281982	270562	11420	4935	16245650	15414486	12757155027167928
1342362	1330702	11660	3464	12077870	12075098	12757155041073924
841856	830436	11420	3745	13181624	12416740	12757155055585856
174916	163402	11514	2732	9670688	8720386	12757155065914892
212090	200626	11464	1498	6357126	5059800	12757155072970412
1216366	1204920	11446	4146	13963702	13991258	12757155088633956
1460546	1449214	11332	1096	4760190	5108024	12757155095345760
1666160	1654922	11238	1260	5478032	5802930	12757155102973852
733484	721778	11706	4117	13826972	13421484	12757155118026204
456474	445104	11370	2011	7499926	6843184	12757155126467616
1306450	1295238	11212	172	2026170	2185640	12757155130289512
1039998	1028776	11222	2268	8327214	8194896	12757155140145028
368364	356818	11546	4094	14107448	12988336	12757155155108360
892550	881336	11214	745	4177510	3488716	12757155160666728
470670	459114	11556	2672	9597090	8831778	12757155171222700
789210	777600	11610	3355	11714930	11196492	12757155184213276
1019138	1007576	11562	1239	5274538	5092064	12757155190994688
394172	382572	11600	4099	13948800	13027672	12757155205822088
1265382	1253802	11580	3278	11310618	11440638	12757155218886424
819730	808214	11516	2673	9674170	9186474	12757155229867640
1659384	1647868	11516	2143	8390584	8438064	12757155240404320
189420	177938	11482	1737	6732840	5753850	12757155247814308
925802	914366	11436	1406	5705638	5518994	12757155254931636
593590	582444	11146	797	4059594	3345584	12757155260067480
996148	984464	11684	643	3886092	3295040	12757155265432240
1061648	1049776	11872	3558	12325100	12081564	12757155279310048
1670094	1658224	11870	4047	13647290	14153966	12757155295119436
