# Loop @ Start frequency 3000000Hz took 1060.32 cycles
# Interval [1058 ; 1063]
# Q1 : 1056 ; Q3 : 1058
# Loop @ Target frequency 2900000Hz took 1097.07 cycles
# Interval [1094 ; 1100]
# Q1 : 1092 ; Q3 : 1094
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1327016	1311422	15594	3567	342576548	343575110	12755991691791548
1662078	1653866	8212	4812	15994254	16317154	12755991709718708
997922	989924	7998	907	4263140	3966094	12755991715246928
959676	951404	8272	3036	10890784	10300578	12755991727362840
1649370	1641272	8098	4996	16740590	16856586	12755991746036894
577772	569802	7970	2463	9222130	8204784	12755991756101856
229162	221204	7958	4156	14235900	12923102	12755991770831436
1395306	1387258	8048	3982	13611354	13567608	12755991786103130
502324	494062	8262	4075	13884392	12954146	12755991800755330
1655530	1647538	7992	3998	13667278	13874480	12755991816343298
1423736	1415708	8028	3427	12110582	11935150	12755991830142190
1192752	1184676	8076	2191	8406626	8004328	12755991840006302
1511104	1503076	8028	4544	15395234	15364490	12755991857177676
915718	907704	8014	3891	13508244	12828718	12755991871867062
475568	467622	7946	4101	13867178	13003686	12755991886475212
1653500	1645478	8022	3295	11670412	11769876	12755991900064718
1250418	1242426	7992	2535	9433312	9086934	12755991911013680
1243302	1235496	7806	27	1922954	1573502	12755991914445456
1138778	1130796	7982	2511	9099334	8903820	12755991924950792
1639794	1631820	7974	4626	15440022	15736292	12755991942295836
701344	693328	8016	4697	15699176	15011888	12755991958961594
526856	518860	7996	4859	16134668	15318800	12755991975888552
516086	508046	8040	1572	6297082	5472600	12755991982965008
1600068	1592276	7792	447	2936882	3189456	12755991987766170
157374	149404	7970	3556	12274808	11052742	12755992000464966
1253480	1245410	8070	4871	16163786	16080570	12755992018147716
532130	524132	7998	3275	11481120	10587806	12755992030427530
713660	705810	7850	1540	6322156	5578386	12755992037729140
1099646	1091628	8018	3078	10797146	10562830	12755992049892208
544730	536752	7978	1572	6551960	5503276	12755992057256522
1150984	1142946	8038	1286	5510514	5254578	12755992064183778
1274238	1265376	8862	4158	14295804	13974928	12755992080019800
1467802	1459968	7834	156	2368648	2189148	12755992084122102
1597544	1589600	7944	590	3394080	3616472	12755992089378664
297636	289800	7836	1788	6947716	5904128	12755992096889830
1486966	1478990	7976	4822	16078472	16188106	12755992114719720
