# Loop @ Start frequency 1800000Hz took 1766.97 cycles
# Interval [1764 ; 1770]
# Q1 : 1760 ; Q3 : 1764
# Loop @ Target frequency 2900000Hz took 1096.22 cycles
# Interval [1094 ; 1098]
# Q1 : 1094 ; Q3 : 1094
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1674956	1648980	25976	3567	534483736	535065252	12757563673084990
697182	683176	14006	4812	16454828	15537710	12757563690554910
476900	463440	13460	907	4598880	3625770	12757563695943304
934460	920956	13504	3036	11154480	10454816	12757563708345340
1554440	1540786	13654	4996	16839516	16942244	12757563727051144
1377338	1363730	13608	2463	9189188	9181030	12757563737929738
518930	505210	13720	4156	14478508	13390906	12757563753238830
1262896	1249176	13720	3982	13633122	13614926	12757563768447276
1680482	1666840	13642	4075	14075330	14308036	12757563784514460
654916	641292	13624	3998	13695942	13053648	12757563799177476
163868	149810	14058	3427	12072732	10856718	12757563811726378
1524114	1510460	13654	2191	8248512	8515396	12757563821810804
1660810	1647156	13654	4544	15363102	15693672	12757563839147430
759092	745182	13910	3891	13683166	12835462	12757563853910246
1225766	1211906	13860	4101	14310332	13933530	12757563869757250
1247864	1234280	13584	3295	11774832	11545536	12757563883091644
1024818	1010972	13846	2535	9528156	9044092	12757563893957192
1045830	1032502	13328	27	2129662	1558560	12757563897443910
708886	694300	14586	2511	9458196	8658036	12757563907923120
1094242	1080492	13750	4626	15887930	15372982	12757563925215096
393290	379520	13770	4697	16035596	14882882	12757563941956530
1083610	1069872	13738	4859	16579002	16060426	12757563959930670
167848	154302	13546	1572	6735930	5305408	12757563967146522
1614226	1601000	13226	447	3028476	3386322	12757563972100530
182776	168966	13810	3556	12688442	11260760	12757563985283190
449446	435552	13894	4871	16433796	15462380	12757564002477510
1661662	1647896	13766	3275	11732706	11897736	12757564016181816
1580614	1566856	13758	1540	6645372	6623504	12757564024720254
1046608	1032794	13814	3078	10952552	10693198	12757564037031612
279828	266100	13728	1572	6749382	5420248	12757564044372488
1388294	1374996	13298	1286	5759442	5671884	12757564051831864
1591270	1577490	13780	4158	14167782	14470220	12757564067902920
824248	810908	13340	156	2476230	1724222	12757564071514482
1414136	1400866	13270	590	3565626	3612340	12757564076806180
1514176	1500526	13650	1788	7433732	7298432	12757564086064320
937112	923222	13890	4822	16476222	15803082	12757564103788582
441856	428642	13214	271	2854326	1687380	12757564107396510
994064	980240	13824	2722	9972756	9574440	12757564118675164
1332376	1318722	13654	3041	10955492	10867490	12757564131275280
321800	308306	13494	1519	6573936	5301774	12757564138483084
413960	400532	13428	1506	6535906	5355900	12757564145752120
483510	469836	13674	4306	14791830	13803854	12757564161339644
1667122	1653638	13484	3273	11714100	11897906	12757564175033346
842066	828600	13466	1904	7739134	6976200	12757564183926110
1216630	1203080	13550	2294	8906376	8516692	12757564194359730
813850	800162	13688	1597	6498822	6027440	12757564201983810
378540	364972	13568	2113	8364676	7134556	12757564211038860
159666	146416	13250	412	3274006	1825806	12757564214785590
860156	846842	13314	138	2128584	1709050	12757564218086770
1128200	1114496	13704	3347	11710002	11577476	12757564231236064
1129670	1116476	13194	16	1838776	1609174	12757564234516484
1414670	1401340	13330	1746	7160916	7072274	12757564243404184
1665470	1651844	13626	4935	16808256	16868664	12757564262189764
1204560	1190250	14310	3464	12408906	12004594	12757564276115594
842508	828846	13662	3745	13068220	12483276	12757564290337716
340444	326874	13570	2732	10221382	8952634	12757564301211544
168526	154742	13784	1498	6521334	5084840	12757564308213510
551296	537536	13760	4146	14268936	13393610	12757564323345000
1656140	1642774	13366	1096	5134146	5369214	12757564330447564
870076	856710	13366	1260	5505480	5076540	12757564337134740
1238696	1225076	13620	4117	14361336	13995120	12757564353045280
661700	647870	13830	2011	8058186	7114344	12757564362075304
