# Loop @ Start frequency 2600000Hz took 1221.65 cycles
# Interval [1220 ; 1223]
# Q1 : 1218 ; Q3 : 1222
# Loop @ Target frequency 2100000Hz took 1514.78 cycles
# Interval [1512 ; 1518]
# Q1 : 1508 ; Q3 : 1512
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1302982	1282786	20196	3567	404480670	405115712	12756575489001196
1277926	1267978	9948	4812	16325708	15993202	12756575506975230
357458	347334	10124	907	4650810	3387784	12756575512351804
845352	835604	9748	3036	10702680	10248782	12756575524266628
177462	167488	9974	4996	16601556	15445146	12756575541412476
1220822	1211040	9782	2463	9102690	8907738	12756575552101982
364674	354832	9842	4156	14358042	13118506	12756575567192012
1673920	1664154	9766	3982	13835532	13907410	12756575583067788
1670908	1660996	9912	4075	13961844	14184112	12756575599088842
1706068	1696316	9752	3998	13752426	13988938	12756575614914538
1667478	1657768	9710	3427	12207794	12239300	12756575629158042
284586	274814	9772	2191	8360894	7166068	12756575638169570
391756	381998	9758	4544	15259834	14306282	12756575654186972
1657394	1647552	9842	3891	13563524	13619370	12756575669773710
1403854	1394008	9846	4101	13918480	13993108	12756575685463326
704204	694388	9816	3295	11576610	10880370	12756575698112116
1111026	1101196	9830	2535	9403734	9015180	12756575708994030
1299316	1289730	9586	27	1817540	1697198	12756575712477512
980242	969500	10742	2511	9270664	8809730	12756575723094568
1514912	1505194	9718	4626	15769506	15676004	12756575740745650
232308	222564	9744	4697	15609386	14606070	12756575756953570
373774	364026	9748	4859	16418376	15232332	12756575774112726
161442	151658	9784	1572	6625742	5181604	12756575781265942
530762	521208	9554	447	3040938	2183574	12756575785202784
1397926	1388096	9830	3556	12495794	12355936	12756575799463210
1081836	1072122	9714	4871	16250502	15976428	12756575817161382
1107880	1098014	9866	3275	11419432	11227600	12756575830053902
167210	157536	9674	1540	6540052	5091806	12756575837128272
1191924	1182198	9726	3078	11133278	10719274	12756575849819358
585982	576456	9526	1572	6393630	5606476	12756575857165622
973086	963436	9650	1286	5564762	5137298	12756575864071238
1229752	1220048	9704	4158	14367338	13989930	12756575880034628
920630	911092	9538	156	2133392	1703676	12756575883454686
1620178	1610608	9570	590	3517338	3700492	12756575888957848
430388	420592	9796	1788	7274220	6096530	12756575897028112
484180	474430	9750	4822	16354806	15230148	12756575914234262
1019732	1010222	9510	271	2516750	2144952	12756575918136758
1546550	1536816	9734	2722	10069912	10008920	12756575930120438
494210	484476	9734	3041	11019494	9910688	12756575942000482
1659564	1649844	9720	1519	6468416	6522712	12756575950495470
1656570	1646998	9572	1506	6160004	6480192	12756575958678090
1549632	1539836	9796	4306	14579158	14752662	12756575975172808
422220	412506	9714	3273	11716248	10532238	12756575987678012
1650802	1640972	9830	1904	7238226	7663492	12756575996933558
1683088	1673402	9686	2294	8527598	8862496	12756576007509878
508594	498888	9706	1597	6593678	5602152	12756576014978936
267682	258068	9614	2113	8241926	6905422	12756576023854432
162780	153098	9682	412	3055820	1711276	12756576027439696
1451632	1441996	9636	138	2132612	2178574	12756576031392288
1212582	1202908	9674	3347	11854264	11544756	12756576044824858
1445516	1436070	9446	16	1761964	1807210	12756576048399850
1346546	1336670	9876	1746	6747998	6903490	12756576056861616
154422	144450	9972	4935	16455412	15244774	12756576073842416
1663786	1653864	9922	3464	11871900	12352726	12756576087769384
868852	859086	9766	3745	12890782	12399254	12756576101900016
1047728	1037976	9752	2732	10052252	9544544	12756576113371148
431670	421910	9760	1498	6293622	5236426	12756576120467760
780732	771006	9726	4146	14036428	13506922	12756576135655658
1659214	1649494	9720	1096	4987832	5262276	12756576142675648
1402074	1392302	9772	1260	5488162	5493864	12756576149936708
498566	488684	9882	4117	14243616	13141324	12756576165051170
607306	597276	10030	2011	7949892	6946614	12756576173980036
891130	881484	9646	172	2438644	1724900	12756576177681784
1678698	1668890	9808	2268	8511024	8787650	12756576188241126
1244588	1234088	10500	4094	14226648	13815184	12756576204085432
1290550	1280676	9874	745	4158632	3837824	12756576209907752
632706	622776	9930	2672	9513872	8949200	12756576220425360
163872	154070	9802	3355	11721508	10524792	12756576232682396
1673606	1663798	9808	1239	5301802	5700742	12756576240028304
442394	432576	9818	4099	14230584	13031100	12756576255072458
1668218	1658402	9816	3278	11627542	11796662	12756576268739808
443630	433872	9758	2673	9596472	8763504	12756576279151628
1661544	1651958	9586	2143	8162444	8392572	12756576289348268
372706	362874	9832	1737	6845122	5893972	12756576296954438
657724	647952	9772	1406	6135718	5185416	12756576304120064
641212	631550	9662	797	4057684	3347832	12756576309191526
968332	958724	9608	643	3604536	3213158	12756576314136676
1128776	1118978	9798	3558	12575624	12100090	12756576328211132
1484884	1475076	9808	4047	13784430	13913190	12756576343852042
1144338	1134508	9830	882	4230898	4104222	12756576349599058
254848	245148	9700	2473	9152044	7977680	12756576359376244
157828	148048	9780	1585	6685776	5239880	12756576366590952
161074	151260	9814	2540	9134810	8081366	12756576376258308
814738	805048	9690	4264	14477608	13893562	12756576391921388
228230	218422	9808	2738	9787860	8743506	12756576402309818
1261816	1252140	9676	2733	10067570	9760630	12756576414010136
1538948	1529350	9598	4271	14702452	14637118	12756576430619484
1114708	1105024	9684	2902	10345824	10116660	12756576442445242
351308	341636	9672	3628	12626276	11525430	12756576455790408
1244326	1234644	9682	3111	10971504	10870548	12756576468373742
1138632	1129026	9606	266	2555264	2251294	12756576472434088
1417856	1408244	9612	4833	16164930	16198124	12756576490383442
1219306	1209810	9496	157	2139512	2005696	12756576494108670
832246	822748	9498	226	2619712	1824704	12756576497926590
515600	506108	9492	1531	6503126	5414734	12756576505310704
910220	900690	9530	3004	10774796	10217070	12756576517362720
777814	768150	9664	3731	12857978	12260768	12756576531365842
1661948	1652324	9624	4131	13991252	14340538	12756576547385092
