# Loop @ Start frequency 2100000Hz took 1511.70 cycles
# Interval [1510 ; 1513]
# Q1 : 1510 ; Q3 : 1512
# Loop @ Target frequency 1300000Hz took 2446.16 cycles
# Interval [2443 ; 2449]
# Q1 : 2438 ; Q3 : 2444
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1664636	1639308	25328	3567	477859522	477770914	12757341247021278
1658430	1646162	12268	4812	15872702	16447190	12757341265133838
195624	183382	12242	907	4357198	3297882	12757341270252460
790000	777642	12358	3036	10642594	10262284	12757341282246752
1672916	1660518	12398	4996	16445470	17008428	12757341300928518
372844	360498	12346	2463	8975496	8130556	12757341310836926
690690	678496	12194	4156	13897922	13538774	12757341325987638
517960	505596	12364	3982	13359902	12823284	12757341340429288
622688	610416	12272	4075	13835088	13203430	12757341355444694
863208	850908	12300	3998	13602278	13215580	12757341370473100
1060278	1048014	12264	3427	11916638	11727486	12757341384027522
170044	157738	12306	2191	8285588	7120070	12757341393082734
1115918	1103618	12300	4544	15027810	15107338	12757341409807194
1668776	1656440	12336	3891	13078716	13706980	12757341425133018
1396762	1384338	12424	4101	14277186	14064226	12757341441387946
749660	737442	12218	3295	11340572	11001306	12757341454056310
470184	457984	12200	2535	8957068	8449630	12757341464060446
1194796	1182914	11882	27	2073044	1668666	12757341467900658
1257310	1245338	11972	2511	9027358	9169162	12757341478785474
452144	440158	11986	4626	15275248	14692254	12757341495090786
1566716	1554516	12200	4697	15680436	16017528	12757341512914818
320544	308090	12454	4859	16020382	15257116	12757341529835534
442414	430240	12174	1572	6181258	5543570	12757341537032598
1622180	1610074	12106	447	2835004	3354164	12757341542061222
1674138	1661910	12228	3556	12015402	12708208	12757341556329646
374396	362196	12200	4871	16061394	15343130	12757341573343398
700732	688602	12130	3275	11425702	10894872	12757341586048482
925544	913538	12006	1540	6017486	5951472	12757341593569934
386662	374474	12188	3078	10686680	9993718	12757341605218186
1362998	1350068	12930	1572	6355476	6462120	12757341613512240
161082	149196	11886	1286	5385606	4403670	12757341619633962
868198	856000	12198	4158	13946730	13705770	12757341635027262
949126	937060	12066	156	2336106	1807510	12757341638888230
134516	122800	11716	590	3727546	2294006	12757341643326148
182258	170122	12136	1788	6812998	5927430	12757341650898054
773118	761024	12094	4822	16444710	15599942	12757341668692146
462172	450810	11362	271	2565736	1669270	12757341672295934
480058	468022	12036	2722	9723882	9020634	12757341683076354
1409714	1397440	12274	3041	11062030	10906302	12757341696124270
