# Loop @ Start frequency 1700000Hz took 1870.44 cycles
# Interval [1868 ; 1873]
# Q1 : 1864 ; Q3 : 1868
# Loop @ Target frequency 2900000Hz took 1096.95 cycles
# Interval [1094 ; 1099]
# Q1 : 1094 ; Q3 : 1094
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1566632	1539134	27498	3567	563320864	563027816	12757740482074920
430774	416594	14180	4812	16464286	15288560	12757740499287960
181332	167064	14268	907	4717444	3348140	12757740504500526
1323522	1309170	14352	3036	11038008	10862896	12757740517174150
912610	898312	14298	4996	17009894	16316796	12757740535408772
876820	862636	14184	2463	9325278	8701058	12757740545922846
1665070	1650950	14120	4156	14552144	14559484	12757740562453532
177406	162936	14470	3982	13639524	12552144	12757740576582650
275236	261030	14206	4075	14032336	12924186	12757740591201910
169886	155722	14164	3998	14032156	12590070	12757740605716646
1669538	1655326	14212	3427	12195690	12375130	12757740619894052
1680484	1666148	14336	2191	8352438	8712478	12757740630239370
319958	305792	14166	4544	15479504	14375464	12757740646351200
1657736	1643418	14318	3891	13659596	13754012	12757740661980000
1371126	1357146	13980	4101	14331496	14096940	12757740677995500
1075646	1061238	14408	3295	11926460	11389706	12757740691311474
1670150	1655820	14330	2535	9530852	9730130	12757740702823992
1119186	1105366	13820	27	2046738	1651412	12757740706301492
914730	900690	14040	2511	9267144	8884120	12757740716796542
1224334	1210090	14244	4626	15707072	15523534	12757740734039700
1164998	1150832	14166	4697	16115686	15673746	12757740751632212
1587816	1573562	14254	4859	16375574	16581570	12757740769907610
200048	186150	13898	1572	6423584	5355724	12757740776842950
1556338	1541610	14728	447	3399440	3348478	12757740782110858
1663996	1649692	14304	3556	12702964	12761382	12757740796790830
211716	197536	14180	4871	16352386	15252004	12757740813672870
858390	844222	14168	3275	11533702	11122954	12757740826383810
174190	160228	13962	1540	6449986	5247996	12757740833325396
458646	444536	14110	3078	11282836	10132446	12757740845383800
1229524	1215548	13976	1572	6773898	6399372	12757740853705650
753512	739640	13872	1286	5617702	5061758	12757740860394512
854138	840124	14014	4158	14503462	13762956	12757740876069964
888218	874394	13824	156	2240008	1815540	12757740879516060
1390132	1376326	13806	590	3478894	3620794	12757740884701666
831080	816736	14344	1788	7211452	6644906	12757740893079320
1199398	1185234	14164	4822	16492736	16089904	12757740911090578
411590	397690	13900	271	2882836	1687150	12757740914702298
1664094	1649782	14312	2722	9881060	10272986	12757740926564514
1673708	1659400	14308	3041	10952054	11236970	12757740939509250
742312	728322	13990	1519	6504578	5751422	12757740947074556
1673438	1659484	13954	1506	6586270	6644936	12757740955652580
1427614	1413310	14304	4306	14703586	14775768	12757740972100860
898766	884670	14096	3273	11867606	11155970	12757740985183650
511834	497844	13990	1904	7566762	6675306	12757740993577740
1656098	1642126	13972	2294	8573264	8985956	12757741004125620
1457046	1442936	14110	1597	6846914	6698706	12757741012746480
1664280	1649922	14358	2113	8078692	8452390	12757741022806260
1563992	1549978	14014	412	2954782	3255498	12757741027644178
872534	858522	14012	138	2222960	1748128	12757741031058876
1431844	1417728	14116	3347	11757946	11912074	12757741044565410
1617808	1603834	13974	16	1884620	2122164	12757741048386416
734796	720690	14106	1746	7137134	6419196	12757741056576090
779378	765250	14128	4935	16563584	16011694	12757741074236580
616656	602522	14134	3464	12176100	11446536	12757741087347330
472796	458608	14188	3745	13166414	12146000	12757741101305760
1572348	1558500	13848	2732	10008032	10210534	12757741113206520
307556	293498	14058	1498	6437424	5254626	12757741120267878
1128184	1113976	14208	4146	14218486	13997790	12757741135930230
1563158	1548768	14390	1096	5075198	5309982	12757741142886600
811422	797068	14354	1260	5585986	5044842	12757741149602076
