# Loop @ Start frequency 1500000Hz took 2121.35 cycles
# Interval [2118 ; 2125]
# Q1 : 2112 ; Q3 : 2116
# Loop @ Target frequency 3000000Hz took 1059.96 cycles
# Interval [1058 ; 1062]
# Q1 : 1056 ; Q3 : 1058
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
930130	899914	30216	3567	610264956	609334626	12758084076323130
1023532	1007296	16236	4812	16323424	15919464	12758084093978692
421166	405326	15840	907	4676930	3625218	12758084099380046
1275034	1259242	15792	3036	11191302	10861614	12758084112151522
1663012	1646084	16928	4996	17095114	17114460	12758084131218000
1060442	1045098	15344	2463	9265276	8925082	12758084141850774
1060850	1045114	15736	4156	14341370	13998070	12758084157554690
638272	622496	15776	3982	13894172	13044836	12758084172389884
181296	165352	15944	4075	14193584	12869184	12758084187067704
1673892	1658136	15756	3998	14068272	14134732	12758084203114680
654706	639142	15564	3427	12076154	11406110	12758084216147014
1666736	1651300	15436	2191	8660152	8717832	12758084226778104
1530516	1514904	15612	4544	15346260	15619944	12758084243979656
1163382	1147598	15784	3891	13494042	13298270	12758084258945130
1253316	1237420	15896	4101	14377216	14025836	12758084274885296
1026714	1010934	15780	3295	11687094	11379510	12758084287902114
742924	727556	15368	2535	9397642	8823716	12758084298344820
1611670	1595962	15708	27	1864330	2185562	12758084302125630
1184796	1168996	15800	2511	9310066	9191384	12758084312927876
907202	891258	15944	4626	15714812	15242986	12758084329853334
1248440	1232728	15712	4697	15858496	15791440	12758084347262920
1304288	1288344	15944	4859	16455806	16335372	12758084365326984
1163606	1147566	16040	1572	6708626	6357986	12758084373500486
176412	161180	15232	447	3169572	2004060	12758084377149180
557996	542076	15920	3556	12628286	11687536	12758084390642636
1444738	1428890	15848	4871	16387340	16528166	12758084408780274
1661972	1645808	16164	3275	11786838	11960832	12758084422537164
1515886	1500622	15264	1540	6450762	6628466	12758084430813034
162186	146750	15436	3078	11018960	9875802	12758084442304830
285836	270380	15456	1572	6664878	5497576	12758084449581384
725982	710118	15864	1286	5807078	5073286	12758084456423214
1664252	1648328	15924	4158	14456446	14610424	12758084472852624
768996	753724	15272	156	2297144	1733476	12758084476225164
927966	912230	15736	590	3784302	3215742	12758084481247554
602040	586312	15728	1788	7179170	6446772	12758084489334744
1462356	1446520	15836	4822	16538622	16397236	12758084507640444
