# Loop @ Start frequency 2200000Hz took 1443.50 cycles
# Interval [1442 ; 1445]
# Q1 : 1440 ; Q3 : 1444
# Loop @ Target frequency 2500000Hz took 1272.68 cycles
# Interval [1270 ; 1276]
# Q1 : 1266 ; Q3 : 1270
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
1379284	1355524	23760	3567	471821336	472559212	12757072819847996
1484562	1473098	11464	4812	16086918	16261114	12757072837769724
1656306	1645132	11174	907	4359968	4747690	12757072844133782
1222998	1211470	11528	3036	11067092	10683472	12757072856770514
315462	304058	11404	4996	16920712	15641764	12757072874353164
1366358	1355054	11304	2463	9235372	9113904	12757072885301600
1343554	1331990	11564	4156	14054654	14158930	12757072901045462
1499212	1487636	11576	3982	13902886	13793122	12757072916794196
1385500	1374078	11422	4075	13878836	13957508	12757072932405180
1664382	1652980	11402	3998	13643132	13994652	12757072948061612
1469170	1457640	11530	3427	12032136	12090674	12757072961903166
1468694	1457170	11524	2191	8534686	8392064	12757072972246130
1375970	1364458	11512	4544	15315014	15340798	12757072989275898
852626	841050	11576	3891	13347560	12863186	12757073003815752
1013006	1001202	11804	4101	13865764	13652528	12757073019033498
1178516	1167008	11508	3295	11576398	11406262	12757073032128402
1110928	1099520	11408	2535	9358496	9062378	12757073042936988
1227174	1215874	11300	27	2048918	1673700	12757073046551990
977738	966050	11688	2511	9104318	8857652	12757073056972206
759152	747620	11532	4626	15487652	14970064	12757073073558810
1078850	1067250	11600	4697	15872536	15502016	12757073090848362
813682	802054	11628	4859	16129150	15721432	12757073108130578
171806	160402	11404	1572	6679712	5244212	12757073115321168
305666	294392	11274	447	3180838	2007848	12757073119148244
1670410	1658674	11736	3556	12478536	12679934	12757073133636846
1660418	1648768	11650	4871	16190796	16605648	12757073151826700
1655630	1644006	11624	3275	11447464	11821514	12757073165269086
1478794	1467164	11630	1540	6623756	6454832	12757073173711806
1011616	1000064	11552	3078	10836616	10590476	12757073185898756
200400	189054	11346	1572	6673282	5271346	12757073193111396
1028002	1016436	11566	1286	5819606	5241122	12757073200298958
950598	939104	11494	4158	14170964	13761258	12757073215760810
788548	777302	11246	156	2088550	1618812	12757073218977674
1113938	1102538	11400	590	3737752	3246712	12757073224169568
987988	976798	11190	1788	6934466	6704508	12757073232432674
1663810	1652350	11460	4822	16360298	16463978	12757073250796640
601960	590788	11172	271	2516182	1777918	12757073254254110
240712	229174	11538	2722	9816550	8752942	12757073264652278
1149664	1138030	11634	3041	10684822	10618798	12757073276826554
1661398	1649878	11520	1519	6134972	6574682	12757073284964268
1650580	1639726	10854	1506	6499526	6545542	12757073293453556
302974	291440	11534	4306	14733756	13555174	12757073308830024
1521042	1509508	11534	3273	11432904	11683188	12757073322124544
918326	906890	11436	1904	7405516	6985468	12757073330787744
1662126	1650972	11154	2294	8456034	8893418	12757073341246608
1660456	1649204	11252	1597	6480636	6808828	12757073349726828
440412	428784	11628	2113	8059154	7150408	12757073358565874
490480	479228	11252	412	2951780	2088858	12757073362348190
968042	956594	11448	138	2072492	1746042	12757073365728804
167618	156048	11570	3347	11743870	10551632	12757073377980474
1379094	1367840	11254	16	2021182	1791700	12757073381719806
1517746	1506082	11664	1746	7104956	7111026	12757073390682752
596342	584798	11544	4935	16354372	15730358	12757073407973184
161210	149762	11448	3464	12340780	10892872	12757073420814588
238038	226496	11542	3745	12796372	11811474	12757073434188900
1663998	1652350	11648	2732	9893438	10209118	12757073446087034
1303660	1292114	11546	1498	6265930	6154174	12757073453996114
171138	159648	11490	4146	14353964	12946804	12757073468860670
1204020	1192492	11528	1096	4933282	4849300	12757073475337602
1664818	1653514	11304	1260	5596778	5800940	12757073482936562
257280	245846	11434	4117	14294202	12945900	12757073497825362
1391914	1380634	11280	2011	7647640	7778120	12757073507205440
887772	876732	11040	172	2483598	1767692	12757073510927238
232336	220832	11504	2268	8399396	7387640	12757073519900028
530294	518700	11594	4094	14068444	13147394	12757073534836326
717568	706302	11266	745	3820960	3313448	12757073539713494
583082	571568	11514	2672	9678148	8943914	12757073550314538
557318	545836	11482	3355	11869342	10963974	12757073563080494
1012408	1000952	11456	1239	5356232	5086206	12757073569787748
1668434	1656834	11600	4099	13896670	14302064	12757073585692650
1664654	1653114	11540	3278	11396782	11839542	12757073599094054
417358	405844	11514	2673	9819424	8782214	12757073609671760
1661618	1650154	11464	2143	8009314	8439710	12757073619682284
1276878	1265260	11618	1737	7123058	6839530	12757073628422954
794156	782968	11188	1406	5863212	5365186	12757073635419476
606362	595028	11334	797	3999154	3357800	12757073640364428
1607336	1596092	11244	643	3555736	3896000	12757073645866728
1444902	1433486	11416	3558	12259440	12459890	12757073659908744
1458098	1446582	11516	4047	14087342	13937258	12757073675793204
835380	824174	11206	882	4229138	3841234	12757073681198270
465438	453838	11600	2473	9376270	8233178	12757073691378318
529612	518344	11268	1585	6392872	5640114	12757073698640390
1081938	1070636	11302	2540	9215436	9048938	12757073709293844
330848	319442	11406	4264	14461024	13459922	12757073724426090
1052426	1041234	11192	2738	9849172	9610526	12757073735667726
1388804	1377446	11358	2733	9771598	9933956	12757073747167620
941066	929616	11450	4271	14768332	14090588	12757073763216798
1493190	1481614	11576	2902	10370774	10544302	12757073775420302
1359812	1348384	11428	3628	12517264	12584854	12757073789637984
1152072	1140726	11346	3111	10958530	10829106	12757073802087228
1027512	1016472	11040	266	2745688	2190052	12757073806200618
1456732	1445308	11424	4833	16130740	16286012	12757073824126454
1290040	1278938	11102	157	2318354	2125204	12757073828074910
698916	687574	11342	226	2649234	1741050	12757073831760756
737564	726308	11256	1531	6341976	5683780	12757073839179770
1483138	1471654	11484	3004	10711592	10841320	12757073851714424
1193720	1182306	11414	3731	12801566	12723332	12757073866048386
878098	866702	11396	4131	14215646	13606446	12757073881481448
1657026	1645502	11524	3481	12052498	12439538	12757073895530958
1448886	1437836	11050	587	3510378	3571746	12757073900829758
680280	668752	11528	4252	14609996	13771542	12757073916459302
1133072	1121694	11378	3693	12856944	12552984	12757073930790134
1073066	1061648	11418	3638	12800552	12326498	12757073945003388
1658004	1646604	11400	2737	10162524	10215620	12757073957164926
839772	828332	11440	1854	7502538	6751932	12757073965846158
573974	562876	11098	262	2420850	1724390	12757073969180750
1661060	1649690	11370	2312	8890664	8944600	12757073980072680
1413546	1402422	11124	533	3237292	3375182	12757073985062688
1577390	1565958	11432	3593	12366310	12696834	12757073999344070
1146582	1135462	11120	99	2249454	1809412	12757074003079404
386048	374618	11430	4288	14723756	13584428	12757074018528504
171598	160212	11386	4109	14079216	12835442	12757074033119928
1281406	1269886	11520	2408	8978354	8854210	12757074043720266
324598	313094	11504	3027	10679890	9748066	12757074055064294
401152	389738	11414	4985	16550666	15685908	12757074072356028
1655214	1643972	11242	678	3845004	4048958	12757074078195224
174904	163358	11546	2117	8037908	6875862	12757074086747244
1302014	1290568	11446	2293	8835466	8530230	12757074097224110
234710	223488	11222	1789	7061198	5954262	12757074104860164
1664078	1652624	11454	914	4707384	4764448	12757074111572060
1527100	1515742	11358	4153	14190050	14321514	12757074127629710
560738	549334	11404	1515	6201444	5460148	12757074134732240
1664912	1653686	11226	1040	5081104	5142244	12757074141819264
674232	662414	11818	4496	15105106	14498316	12757074157938948
1498710	1487242	11468	3415	12191358	12085826	12757074171968172
1565568	1554154	11414	4104	14033760	14213568	12757074187906424
1235608	1224212	11396	3390	12137640	11750312	12757074201619188
395480	384278	11202	3186	11123390	10298974	12757074213504864
1120250	1108700	11550	4864	16343432	16043520	12757074231316182
1341070	1329720	11350	3823	13250744	13147448	12757074246247100
1664150	1652832	11318	4098	13948828	14295236	12757074262199208
832038	820914	11124	155	2060838	1662904	12757074265431410
906082	894508	11574	3875	13534960	12868138	12757074280212614
548672	537134	11538	4861	16363678	15462004	12757074297465450
1665334	1654082	11252	2928	10428562	10793828	12757074309898268
966858	955678	11180	110	2040366	1662058	12757074313246214
1668142	1656748	11394	1900	7370502	7718630	12757074322623918
554710	543304	11406	4545	15373984	14525614	12757074338893280
196308	184868	11440	3369	12053898	10642508	12757074351482214
903466	891984	11482	2297	8566304	8145010	12757074361290876
584090	572658	11432	4406	15031342	14135582	12757074377246898
683114	671816	11298	787	4328876	3404576	12757074382598424
628286	616782	11504	3521	12366016	11531738	12757074395930958
682150	670964	11186	2005	7974346	7048216	12757074404927636
1204082	1192820	11262	1318	5914432	5515702	12757074412405062
937966	926516	11450	4294	14556692	14154980	12757074428240736
400742	389360	11382	824	4440994	3233898	12757074433422984
1581320	1570070	11250	1278	5450014	5772050	12757074440792970
512658	501478	11180	2680	9992960	8899552	12757074451659914
353332	341912	11420	1094	4950724	3995278	12757074457303814
1383008	1371572	11436	3047	10822030	10868068	12757074469847304
963454	952298	11156	162	2184740	1815422	12757074473336490
267646	256276	11370	1420	6185288	4882366	12757074480128862
443846	432616	11230	1616	6444958	5645090	12757074487356396
1069718	1058232	11486	4621	15582130	15266302	12757074504347508
1123534	1112390	11144	1886	7302480	7135680	12757074513113646
1308664	1297148	11516	4189	14515630	14211282	12757074529277894
549242	537706	11536	4642	15727822	14807830	12757074545895278
1519730	1508324	11406	2200	8505808	8470058	12757074556260546
1542564	1531184	11380	4100	13879362	14178754	12757074572023040
471316	459806	11510	3859	13519180	12388162	12757074586353272
1659908	1648670	11238	1704	6947756	7124768	12757074595299558
1175254	1163658	11596	4153	14276792	13971118	12757074611090270
1235924	1224452	11472	3768	13245778	12877178	12757074625911960
1133172	1121636	11536	2718	9801270	9632702	12757074637185258
458538	447144	11394	3756	12986516	12065482	12757074650969330
238776	227276	11500	1692	6873624	5667426	12757074658420488
903140	891578	11562	4481	15241126	14679182	12757074674905344
484392	473026	11366	1863	7267966	6427032	12757074682998378
1665994	1654674	11320	2575	9382778	9738914	12757074694385790
1410746	1399142	11604	1574	6372272	6487428	12757074702507708
1663442	1652000	11442	4855	16470346	16579640	12757074720981186
1155972	1144934	11038	44	1949176	1654046	12757074724427358
394660	383338	11322	4716	15885548	14876004	12757074741045930
1047092	1035650	11442	3488	12419882	11852570	12757074754852158
653906	642350	11556	2537	9229574	8611454	12757074765074736
1114166	1102808	11358	3773	13271278	12772156	12757074779799258
497412	486230	11182	320	2694558	1821246	12757074783330648
522436	511118	11318	1013	5011378	3920440	12757074789203870
256912	245758	11154	613	3710984	2458136	12757074793511424
1657262	1645832	11430	4795	15999772	16373660	12757074811507542
829774	818390	11384	1000	4587260	4187782	12757074817264430
1082320	1070970	11350	2181	8380406	7975870	12757074827067296
880394	869036	11358	4979	16873820	16147798	12757074845161044
877724	866494	11230	1799	7352992	6626118	12757074853730064
1047178	1035834	11344	1483	6092200	5851918	12757074861208184
1667164	1655812	11352	1306	5617770	5943168	12757074868831584
314924	303150	11774	1083	4963726	3920752	12757074874449800
1665164	1653550	11614	2629	9501256	9898444	12757074885954950
312246	300766	11480	847	4358484	3213212	12757074890964948
1414154	1402742	11412	3437	12269156	12067626	12757074904987308
1671250	1659794	11456	2324	8608028	8992394	12757074915605862
1351504	1339834	11670	2335	8718620	8706658	12757074926015624
682806	671234	11572	4813	16376752	15453232	12757074943415148
1660334	1648892	11442	4546	15327890	15634012	12757074960742908
1322960	1311450	11510	3083	10852054	10916294	12757074973257096
331120	319644	11476	4348	14754334	13712644	12757074988681310
1652226	1640856	11370	1639	6545118	6921172	12757074997218398
631204	619810	11394	4708	15822982	15088318	12757075014011114
974102	962750	11352	3991	13775356	13284148	12757075029100104
1011132	999866	11266	895	4659954	4056746	12757075035111012
1618990	1607916	11074	130	2219740	2373756	12757075039289366
1661150	1649832	11318	3547	12198364	12643652	12757075053487998
429678	418540	11138	2350	8689406	7827934	12757075062947210
1267824	1256476	11348	3611	12444536	12441812	12757075076998964
174146	162716	11430	3071	11160686	9738002	12757075088679012
608608	597214	11394	3121	11320216	10322608	12757075100953394
736436	725076	11360	3537	12351076	11696756	12757075114387692
867784	856612	11172	1541	6323446	5854628	12757075121926574
157728	146392	11336	4851	16515978	15053354	12757075138946484
930626	919262	11364	3520	12159244	11840536	12757075152382398
1665636	1654168	11468	3752	13094580	13269376	12757075167489272
1586642	1575256	11386	1926	7633346	7724390	12757075177056438
325494	314114	11380	4751	16104456	14917700	12757075193833596
1663022	1651722	11300	2108	8049400	8346572	12757075203892398
1662398	1650898	11500	3409	11942722	12238048	12757075217844684
1324198	1312648	11550	1582	6553398	6434666	12757075226069274
450778	439394	11384	1307	5890328	4736808	12757075232755848
1665326	1654064	11262	3269	11381218	11824372	12757075246148592
1258134	1247044	11090	1444	6077564	5955910	12757075253831210
193622	182450	11172	367	2928118	1666794	12757075257297996
1665546	1654146	11400	4526	15538278	15587712	12757075274847768
1619258	1607998	11260	1010	4952932	5017236	12757075281766038
874190	862742	11448	3218	11490260	10881584	12757075294476996
1452032	1440612	11420	4507	15088028	15314922	12757075311363324
1087380	1076078	11302	3592	12339430	12210730	12757075325137122
1425754	1414380	11374	4429	15231408	15054740	12757075342139976
505962	494762	11200	2363	8810772	7953162	12757075351803138
473096	461800	11296	3697	12709182	11911920	12757075365331142
1271306	1259940	11366	765	3992884	3936714	12757075370941836
1245014	1233704	11310	3037	11108782	10710632	12757075383641484
1668678	1657364	11314	1186	5165898	5592870	12757075390823150
772896	761576	11320	2722	10126838	9296118	12757075402069598
673090	661924	11166	2586	9544476	8786244	12757075412633460
1668390	1657190	11200	2562	9261622	9710574	12757075423909356
184106	172736	11370	3618	12447268	11387392	12757075436886882
1590628	1579492	11136	410	3089256	3191738	12757075441911768
1172662	1161386	11276	4858	16519750	16085022	12757075459951112
1666310	1655132	11178	1582	6383092	6773888	12757075468346058
1108706	1097396	11310	3846	13248200	12992866	12757075483049196
299628	288348	11280	3808	12994122	12071324	12757075496689970
1208582	1197582	11000	616	3443788	3427312	12757075501687188
1121684	1110578	11106	730	3914230	3683248	12757075507068378
