# Loop @ Start frequency 2400000Hz took 1322.96 cycles
# Interval [1322 ; 1324]
# Q1 : 1320 ; Q3 : 1324
# Loop @ Target frequency 1200000Hz took 2650.62 cycles
# Interval [2646 ; 2655]
# Q1 : 2640 ; Q3 : 2642
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
Change time (with write) [cycles]	Change time [cycles]	Write cost [cycles]	Wait time [us]	Time since last frequency change request [cycles]	Time since last frequency change [cycles]	Detected frequency change timestamp [cycles]
364926	343620	21306	3567	439631074	438197780	12757003776453048
1456796	1446016	10780	4812	15937724	16205376	12757003794451848
0	0	0	0	0	0	0
1665306	1654610	10696	3036	10949324	11093286	12757003813066708
1595710	1585082	10628	4996	16458992	16890608	12757003831720750
1153468	1142682	10786	2463	8725074	8868052	12757003842202650
490322	479688	10634	4156	13860138	13274078	12757003857150460
1661938	1651308	10630	3982	13335394	13924148	12757003872744840
0	0	0	0	0	0	0
770672	760114	10558	3998	13524380	13080732	12757003902028150
1676088	1665512	10576	3427	11567064	12277662	12757003915868900
442494	432074	10420	2191	7860916	7342768	12757003924793260
1673574	1662792	10782	4544	14958186	15615578	12757003942018360
314672	303998	10674	3891	13164600	12304602	12757003956093940
0	0	0	0	0	0	0
1579144	1568544	10600	3295	11284398	11785398	12757003984264620
166394	155748	10646	2535	9008378	8096618	12757003994039350
1180010	1169630	10380	27	1470038	1603400	12757003997285658
909672	899046	10626	2511	9474196	8768616	12757004008262698
1159786	1148486	11300	4626	15280342	15347110	12757004025297048
163568	152978	10590	4697	15746934	14563898	12757004041803310
1184012	1173564	10448	4859	15859950	16070892	12757004059443430
833452	823000	10452	1572	6150398	5881380	12757004067047978
1542864	1532584	10280	447	3004216	3224832	12757004072192900
1716046	1705462	10584	3556	12568784	12704286	12757004087076168
1665336	1654752	10584	4871	16533204	16587302	12757004105874818
353774	343058	10716	3275	11533426	10499754	12757004118360550
670990	660306	10684	1540	6143120	5621336	12757004125767968
1016288	1005646	10642	3078	10572062	10572092	12757004137956248
276656	266076	10580	1572	6065534	5325726	12757004144893368
1721714	1711244	10470	1286	5807686	5913002	12757004153018590
