metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",40,0,4.64692,0.00786821
"perf-freq",67,6605,2.39444,0.000334283
"perf-ipc",68,6705,3.96415,0.000780503
"sysfs-powercap-rapl",67,6605,544.63,2.73351
"sysfs-powercap-rapl/package-0",67,6605,337.37,2.10915
"sysfs-powercap-rapl/package-0-dram",67,6605,12.3111,0.0594405
"sysfs-powercap-rapl/package-1",67,6605,183.68,1.1679
"sysfs-powercap-rapl/package-1-dram",67,6605,11.2693,0.0530282
