experiment,frequency,shell,threads,utility,op1,op2,sysfs-powercap-rapl,perf-ipc,perf-freq,ipc-estimate,metricq
9,0,1,80,51421,0,0,419.273206,2.055580,1.988907,0.000000,1122.480000
11,0,1,80,11932,0,0,445.342241,0.064470,1.990127,0.000000,1156.560000
6,0,1,80,171592501,0,0,780.043559,3.670773,1.871408,0.000000,1539.120000
4,0,1,88,1229854606,0,0,575.946474,2.123510,1.989670,0.000000,1310.400000
5,0,1,88,296439,0,0,637.084986,3.875875,1.990481,0.000000,1382.680000
8,0,1,88,1750,0,0,723.603477,2.942254,1.987776,0.000000,1477.640000
14,0,1,88,1192,0,0,750.213408,3.715963,1.988845,0.000000,1510.240000
13,0,1,88,1483,0,0,745.415956,2.676573,1.986293,0.000000,1500.340000
3,0,1,88,52668,0,0,447.274486,2.107475,1.989500,0.000000,1159.360000
9,0,1,88,51762,0,0,501.256291,2.055598,1.990463,0.000000,1220.200000
11,0,1,88,11936,0,0,496.254575,0.064470,1.990903,0.000000,1212.320000
6,0,1,88,169609689,0,0,794.523500,3.670819,1.882515,0.000000,1554.280000
4,0,1,96,1223306931,0,0,586.629182,2.123496,1.989643,0.000000,1321.360000
5,0,1,96,294290,0,0,653.751384,3.876211,1.990537,0.000000,1401.060000
8,0,1,96,1740,0,0,741.939592,2.942240,1.988122,0.000000,1499.340000
14,0,1,96,1183,0,0,770.639442,3.715444,1.989058,0.000000,1534.860000
13,0,1,96,1472,0,0,768.156099,2.664283,1.986128,0.000000,1523.280000
3,0,1,96,52786,0,0,518.719127,2.107463,1.990472,0.000000,1243.140000
9,0,1,96,51587,0,0,529.411612,2.055671,1.990823,0.000000,1252.760000
11,0,1,96,11856,0,0,494.005782,0.064470,1.990725,0.000000,1210.660000
6,0,1,96,167798100,0,0,802.611395,3.669395,1.890297,0.000000,1559.220000
4,0,1,104,1215096263,0,0,595.973820,2.123414,1.989710,0.000000,1331.020000
5,0,1,104,292708,0,0,669.448038,3.876230,1.990541,0.000000,1420.640000
8,0,1,104,1726,0,0,759.809663,2.942104,1.987570,0.000000,1520.220000
14,0,1,104,1174,0,0,791.690474,3.714653,1.988602,0.000000,1559.340000
13,0,1,104,1459,0,0,782.806705,2.621689,1.986622,0.000000,1541.240000
3,0,1,104,52582,0,0,541.891530,2.107499,1.990836,0.000000,1266.320000
9,0,1,104,51308,0,0,542.718994,2.055668,1.990917,0.000000,1267.500000
11,0,1,104,11791,0,0,502.047856,0.064470,1.990813,0.000000,1219.580000
6,0,1,104,165290977,0,0,807.025703,3.663837,1.864734,0.000000,1561.980000
4,0,1,112,1207540074,0,0,604.237284,2.123339,1.989544,0.000000,1340.360000
5,0,1,112,290910,0,0,686.316812,3.877326,1.990405,0.000000,1438.120000
8,0,1,112,1716,0,0,772.791232,2.939932,1.986520,0.000000,1534.940000
14,0,1,112,1164,0,0,801.428588,3.711894,1.987834,0.000000,1564.840000
13,0,1,112,1445,0,0,796.651803,2.539426,1.986096,0.000000,1552.580000
3,0,1,112,52294,0,0,547.522887,2.107530,1.990696,0.000000,1272.420000
9,0,1,112,51004,0,0,547.930084,2.055617,1.990969,0.000000,1270.880000
11,0,1,112,11721,0,0,503.631887,0.064470,1.990665,0.000000,1220.220000
6,0,1,112,163260303,0,0,813.185803,3.658499,1.788870,0.000000,1564.400000
4,0,1,8,1,0,0,384.780963,2.123848,1.991349,0.000000,1091.540000
5,0,1,8,1,0,0,389.792211,3.863582,1.991540,0.000000,1097.140000
8,0,1,8,1,0,0,513.218716,2.942072,1.990355,0.000000,1244.620000
14,0,1,8,1,0,0,516.528973,3.712042,1.991728,0.000000,1248.500000
13,0,1,8,1,0,0,519.651133,3.041121,1.990431,0.000000,1251.620000
3,0,1,8,1,0,0,378.925535,2.107117,1.991504,0.000000,1085.520000
9,0,1,8,1,0,0,378.965956,2.054953,1.991472,0.000000,1085.720000
11,0,1,8,1,0,0,375.335426,0.064472,1.991600,0.000000,1081.920000
6,0,1,8,1,0,0,532.350366,3.707192,1.990889,0.000000,1265.600000
4,0,1,16,1,0,0,390.385394,2.123778,1.991302,0.000000,1097.140000
5,0,1,16,1,0,0,401.633034,3.868602,1.991512,0.000000,1110.560000
8,0,1,16,1,0,0,531.818671,2.942971,1.990732,0.000000,1266.620000
14,0,1,16,1,0,0,540.336467,3.712240,1.991994,0.000000,1274.020000
13,0,1,16,1,0,0,544.720313,3.018434,1.990566,0.000000,1280.180000
3,0,1,16,1,0,0,383.235780,2.107273,1.991690,0.000000,1088.620000
9,0,1,16,1,0,0,382.618191,2.055332,1.991628,0.000000,1089.560000
11,0,1,16,1,0,0,375.377407,0.064470,1.991583,0.000000,1081.860000
6,0,1,16,1,0,0,571.216172,3.702815,1.991174,0.000000,1310.720000
4,0,1,24,1,0,0,394.669533,2.124308,1.991236,0.000000,1104.560000
5,0,1,24,1,0,0,412.971503,3.868730,1.991501,0.000000,1124.880000
8,0,1,24,1,0,0,552.049895,2.943186,1.990432,0.000000,1288.560000
14,0,1,24,1,0,0,559.724236,3.706637,1.991882,0.000000,1298.720000
13,0,1,24,1,0,0,565.806058,2.978282,1.990343,0.000000,1305.800000
3,0,1,24,1,0,0,384.178858,2.107355,1.991590,0.000000,1091.880000
9,0,1,24,1,0,0,386.328291,2.055527,1.991582,0.000000,1092.860000
11,0,1,24,1,0,0,375.292662,0.064470,1.991496,0.000000,1081.380000
6,0,1,24,1,0,0,605.932099,3.697969,1.991126,0.000000,1355.320000
4,0,1,32,1,0,0,433.598509,2.124822,1.991604,0.000000,1151.060000
5,0,1,32,1,0,0,427.073689,3.868843,1.991610,0.000000,1144.020000
8,0,1,32,1,0,0,570.705834,2.943058,1.990166,0.000000,1311.340000
14,0,1,32,1,0,0,580.040827,3.707901,1.991612,0.000000,1323.180000
13,0,1,32,1,0,0,587.365830,2.921116,1.989202,0.000000,1330.260000
3,0,1,32,1,0,0,389.107721,2.107352,1.991663,0.000000,1097.980000
9,0,1,32,1,0,0,390.546101,2.055537,1.991638,0.000000,1098.340000
11,0,1,32,1,0,0,386.520015,0.064470,1.991775,0.000000,1094.200000
6,0,1,32,1,0,0,622.678679,3.690986,1.990381,0.000000,1375.480000
4,0,1,40,1,0,0,524.733321,2.126628,1.992115,0.000000,1257.460000
5,0,1,40,1,0,0,553.400085,3.870818,1.992066,0.000000,1290.620000
8,0,1,40,1,0,0,588.251128,2.942875,1.989184,0.000000,1334.360000
14,0,1,40,1,0,0,598.981447,3.704985,1.990970,0.000000,1347.500000
13,0,1,40,1,0,0,603.923953,2.840675,1.987622,0.000000,1351.780000
3,0,1,40,1,0,0,427.569532,2.107451,1.992215,0.000000,1143.620000
9,0,1,40,1,0,0,452.405125,2.055624,1.992667,0.000000,1172.700000
11,0,1,40,1,0,0,432.966447,0.064470,1.992358,0.000000,1147.940000
6,0,1,40,1,0,0,602.684732,3.685107,1.988383,0.000000,1351.760000
4,0,1,48,1,0,0,533.284405,2.126738,1.992106,0.000000,1266.780000
5,0,1,48,1,0,0,567.611278,3.870216,1.992012,0.000000,1310.660000
8,0,1,48,1,0,0,606.810279,2.942500,1.988991,0.000000,1356.120000
14,0,1,48,1,0,0,621.598642,3.700680,1.990764,0.000000,1372.160000
13,0,1,48,1,0,0,620.999567,2.717065,1.988630,0.000000,1370.760000
3,0,1,48,1,0,0,499.869907,2.107491,1.992788,0.000000,1227.980000
9,0,1,48,1,0,0,499.429424,2.055678,1.992945,0.000000,1227.260000
11,0,1,48,1,0,0,482.326153,0.064470,1.992860,0.000000,1206.480000
6,0,1,48,1,0,0,588.884890,3.672437,1.963286,0.000000,1332.480000
4,0,1,56,1,0,0,538.648573,2.126551,1.992171,0.000000,1275.400000
5,0,1,56,1,0,0,580.652684,3.871207,1.992119,0.000000,1325.660000
8,0,1,56,1,0,0,624.617841,2.942000,1.988265,0.000000,1377.420000
14,0,1,56,1,0,0,640.135838,3.700338,1.990040,0.000000,1396.380000
13,0,1,56,1,0,0,631.988597,2.539446,1.988077,0.000000,1382.760000
3,0,1,56,1,0,0,512.989594,2.107430,1.992818,0.000000,1244.640000
9,0,1,56,1,0,0,516.071848,2.055732,1.992978,0.000000,1247.360000
11,0,1,56,1,0,0,493.630582,0.064470,1.992841,0.000000,1220.260000
6,0,1,56,1,0,0,584.204231,3.662776,1.810609,0.000000,1329.540000
4,0,1,64,1,0,0,545.461069,2.125685,1.991263,0.000000,1282.360000
5,0,1,64,1,0,0,591.751666,3.872420,1.991613,0.000000,1339.620000
8,0,1,64,1,0,0,654.270182,2.941971,1.988600,0.000000,1411.260000
14,0,1,64,1,0,0,672.734375,3.702691,1.990507,0.000000,1432.520000
13,0,1,64,1,0,0,665.934063,2.601762,1.988437,0.000000,1422.120000
3,0,1,64,1,0,0,514.819525,2.107487,1.992486,0.000000,1244.800000
9,0,1,64,1,0,0,518.984956,2.055715,1.992315,0.000000,1249.160000
11,0,1,64,1,0,0,487.811194,0.064470,1.992505,0.000000,1212.240000
6,0,1,64,1,0,0,687.964160,3.668974,1.833075,0.000000,1451.220000
4,0,1,72,1,0,0,550.424450,2.125520,1.991157,0.000000,1291.020000
5,0,1,72,1,0,0,606.743363,3.871160,1.991618,0.000000,1355.200000
8,0,1,72,1,0,0,672.704457,2.942016,1.989125,0.000000,1434.340000
14,0,1,72,1,0,0,692.358669,3.702795,1.990795,0.000000,1459.500000
13,0,1,72,1,0,0,690.761779,2.643478,1.988857,0.000000,1451.500000
3,0,1,72,1,0,0,516.200538,2.107450,1.992370,0.000000,1249.040000
9,0,1,72,1,0,0,513.173748,2.055684,1.992184,0.000000,1242.860000
11,0,1,72,1,0,0,490.783580,0.064470,1.992241,0.000000,1215.580000
6,0,1,72,1,0,0,723.618553,3.672043,1.850847,0.000000,1495.520000
4,0,1,80,1,0,0,561.407437,2.125485,1.990957,0.000000,1302.880000
5,0,1,80,1,0,0,617.807111,3.871169,1.991495,0.000000,1369.920000
8,0,1,80,1,0,0,691.933995,2.942135,1.989289,0.000000,1457.540000
14,0,1,80,1,0,0,717.410956,3.703129,1.990719,0.000000,1484.580000
13,0,1,80,1,0,0,713.160210,2.666845,1.988640,0.000000,1477.480000
3,0,1,80,1,0,0,519.995007,2.107427,1.992143,0.000000,1253.440000
9,0,1,80,1,0,0,522.269547,2.055730,1.992433,0.000000,1255.500000
11,0,1,80,1,0,0,472.219320,0.064470,1.991992,0.000000,1195.280000
6,0,1,80,1,0,0,761.159813,3.673746,1.864289,0.000000,1539.740000
4,0,1,88,1,0,0,568.706831,2.125551,1.990873,0.000000,1311.560000
5,0,1,88,1,0,0,629.359178,3.871022,1.991634,0.000000,1385.640000
8,0,1,88,1,0,0,711.844749,2.942061,1.989232,0.000000,1478.980000
14,0,1,88,1,0,0,736.754143,3.702789,1.990625,0.000000,1508.140000
13,0,1,88,1,0,0,731.961628,2.674845,1.988383,0.000000,1501.020000
3,0,1,88,1,0,0,481.389584,2.107435,1.991646,0.000000,1209.940000
9,0,1,88,1,0,0,446.120516,2.055660,1.990926,0.000000,1162.080000
11,0,1,88,1,0,0,482.810543,0.064470,1.991909,0.000000,1206.060000
6,0,1,88,1,0,0,771.725400,3.673444,1.874669,0.000000,1552.960000
4,0,1,96,1,0,0,578.136340,2.125709,1.990734,0.000000,1322.700000
5,0,1,96,1,0,0,645.522810,3.871863,1.991523,0.000000,1403.000000
8,0,1,96,1,0,0,730.073368,2.942114,1.989248,0.000000,1501.100000
14,0,1,96,1,0,0,755.664106,3.701850,1.990921,0.000000,1532.980000
13,0,1,96,1,0,0,752.413334,2.662449,1.987948,0.000000,1523.320000
3,0,1,96,1,0,0,502.691148,2.107447,1.991856,0.000000,1234.260000
9,0,1,96,1,0,0,524.636345,2.055724,1.991880,0.000000,1256.160000
11,0,1,96,1,0,0,493.189881,0.064470,1.991858,0.000000,1218.280000
6,0,1,96,1,0,0,775.884252,3.671702,1.883300,0.000000,1558.020000
4,0,1,104,1,0,0,586.627921,2.125656,1.990706,0.000000,1332.000000
5,0,1,104,1,0,0,662.509680,3.872861,1.991432,0.000000,1424.060000
8,0,1,104,1,0,0,746.999888,2.941905,1.989350,0.000000,1523.480000
14,0,1,104,1,0,0,774.447457,3.701118,1.990738,0.000000,1558.000000
13,0,1,104,1,0,0,766.027588,2.619575,1.988809,0.000000,1542.300000
3,0,1,104,1,0,0,536.949376,2.107459,1.991927,0.000000,1271.800000
9,0,1,104,1,0,0,537.830422,2.055773,1.992160,0.000000,1272.640000
11,0,1,104,1,0,0,497.208295,0.064470,1.991768,0.000000,1223.400000
6,0,1,104,1,0,0,778.879270,3.666932,1.857624,0.000000,1562.280000
4,0,1,112,1,0,0,591.784360,2.125808,1.990593,0.000000,1340.100000
5,0,1,112,1,0,0,676.155489,3.872924,1.991522,0.000000,1441.060000
8,0,1,112,1,0,0,756.729960,2.939978,1.987778,0.000000,1535.680000
14,0,1,112,1,0,0,781.945665,3.698059,1.989860,0.000000,1564.580000
13,0,1,112,1,0,0,776.237458,2.537524,1.988444,0.000000,1554.360000
3,0,1,112,1,0,0,540.182176,2.107481,1.991894,0.000000,1276.540000
9,0,1,112,1,0,0,545.364502,2.055776,1.991936,0.000000,1281.860000
11,0,1,112,1,0,0,499.202019,0.064470,1.991756,0.000000,1225.880000
6,0,1,112,1,0,0,781.055165,3.662649,1.780442,0.000000,1562.780000
4,0,2,8,1910732624,0,0,628.789346,2.124202,2.987302,0.000000,1379.918367
5,0,2,8,466893,0,0,642.541712,3.885023,2.987381,0.000000,1395.140000
8,0,2,8,2753,0,0,661.286726,2.930026,2.981222,0.000000,1418.980000
14,0,2,8,1899,0,0,666.846560,3.734482,2.982054,0.000000,1425.440000
13,0,2,8,2707,0,0,668.886434,2.859428,2.980759,0.000000,1425.820000
3,0,2,8,83768,0,0,623.914656,2.108269,2.987177,0.000000,1373.960000
9,0,2,8,81726,0,0,625.355149,2.057202,2.987192,0.000000,1374.580000
11,0,2,8,18766,0,0,618.326938,0.064475,2.987402,0.000000,1366.980000
6,0,2,8,227847325,0,0,663.219481,3.705517,2.185008,0.000000,1422.240000
4,0,2,16,1930674103,0,0,644.536960,2.123648,2.988956,0.000000,1399.620000
5,0,2,16,465443,0,0,667.469918,3.883302,2.989155,0.000000,1428.680000
8,0,2,16,2734,0,0,696.034946,2.930760,2.984482,0.000000,1461.240000
14,0,2,16,1881,0,0,700.048344,3.724218,2.983527,0.000000,1465.060000
13,0,2,16,2617,0,0,704.095159,2.778276,2.983596,0.000000,1469.120000
3,0,2,16,83525,0,0,629.973523,2.108288,2.989007,0.000000,1380.740000
9,0,2,16,81505,0,0,629.920066,2.057394,2.988961,0.000000,1380.720000
11,0,2,16,18714,0,0,618.669826,0.064473,2.989144,0.000000,1365.840000
6,0,2,16,225889968,0,0,699.092606,3.696180,2.186359,0.000000,1461.360000
4,0,2,24,1925393969,0,0,657.509121,2.123202,2.989100,0.000000,1415.240000
5,0,2,24,464241,0,0,684.957230,3.884812,2.989011,0.000000,1450.360000
8,0,2,24,2706,0,0,701.133283,2.924371,2.984178,0.000000,1464.260000
14,0,2,24,1841,0,0,706.123886,3.721274,2.954797,0.000000,1471.800000
13,0,2,24,2424,0,0,711.935986,2.601093,2.982772,0.000000,1476.840000
3,0,2,24,83302,0,0,635.759565,2.108328,2.989134,0.000000,1388.760000
9,0,2,24,81290,0,0,637.519843,2.057503,2.989157,0.000000,1389.260000
11,0,2,24,18665,0,0,618.055475,0.064473,2.989388,0.000000,1365.280000
6,0,2,24,223542919,0,0,703.199875,3.689669,2.185547,0.000000,1467.060000
4,0,2,32,1920112292,0,0,672.474849,2.122815,2.989116,0.000000,1432.420000
5,0,2,32,453340,0,0,685.761481,3.882077,2.928811,0.000000,1449.800000
8,0,2,32,2583,0,0,704.791080,2.927069,2.864094,0.000000,1468.460000
14,0,2,32,1722,0,0,712.298076,3.720764,2.786936,0.000000,1476.660000
13,0,2,32,2205,0,0,717.077708,2.413156,2.946943,0.000000,1482.100000
3,0,2,32,83070,0,0,641.851764,2.108327,2.989208,0.000000,1394.460000
9,0,2,32,81061,0,0,644.933835,2.057407,2.989248,0.000000,1398.640000
11,0,2,32,18613,0,0,620.389151,0.064473,2.989315,0.000000,1367.840000
6,0,2,32,220477212,0,0,709.693938,3.686549,2.183082,0.000000,1471.840000
4,0,2,40,1914448890,0,0,683.258597,2.122585,2.988894,0.000000,1447.160000
5,0,2,40,430370,0,0,686.563444,3.881671,2.792642,0.000000,1451.360000
8,0,2,40,2439,0,0,707.954647,2.926243,2.718372,0.000000,1471.400000
14,0,2,40,1628,0,0,717.086098,3.712843,2.659647,0.000000,1480.320000
13,0,2,40,1975,0,0,722.544700,2.224314,2.885809,0.000000,1485.180000
3,0,2,40,82845,0,0,646.838770,2.108309,2.989090,0.000000,1401.680000
9,0,2,40,80855,0,0,651.685463,2.057527,2.989110,0.000000,1406.380000
11,0,2,40,18564,0,0,622.144502,0.064472,2.989158,0.000000,1368.840000
6,0,2,40,211978704,0,0,716.934400,3.675869,2.132188,0.000000,1476.940000
4,0,2,48,1907921123,0,0,686.303601,2.121495,2.988534,0.000000,1448.900000
5,0,2,48,412408,0,0,687.060715,3.877547,2.688596,0.000000,1450.900000
8,0,2,48,2308,0,0,711.417186,2.931328,2.581023,0.000000,1474.220000
14,0,2,48,1522,0,0,721.278071,3.695391,2.521571,0.000000,1484.420000
13,0,2,48,1768,0,0,725.611675,2.055838,2.815741,0.000000,1487.760000
3,0,2,48,82644,0,0,656.900910,2.108303,2.989300,0.000000,1411.880000
9,0,2,48,80657,0,0,659.391888,2.057479,2.989072,0.000000,1414.600000
11,0,2,48,18520,0,0,624.267162,0.064472,2.989095,0.000000,1371.420000
6,0,2,48,193211188,0,0,720.799629,3.672657,1.967536,0.000000,1478.880000
4,0,2,56,1888825475,0,0,685.826051,2.120517,2.971255,0.000000,1446.620000
5,0,2,56,391102,0,0,686.705815,3.880224,2.560177,0.000000,1447.300000
8,0,2,56,2200,0,0,716.238778,2.930198,2.485013,0.000000,1476.280000
14,0,2,56,1404,0,0,727.419000,3.674928,2.388866,0.000000,1487.300000
13,0,2,56,1581,0,0,730.402337,1.903561,2.764411,0.000000,1491.080000
3,0,2,56,82438,0,0,665.808707,2.108272,2.989610,0.000000,1423.620000
9,0,2,56,80468,0,0,669.581683,2.057533,2.989419,0.000000,1427.860000
11,0,2,56,18477,0,0,627.118617,0.064472,2.989508,0.000000,1374.960000
6,0,2,56,175882240,0,0,723.702732,3.659333,1.820940,0.000000,1480.720000
4,0,2,64,1882057988,0,0,659.395692,2.116684,2.988821,0.000000,1416.240000
5,0,2,64,412452,0,0,648.854926,3.880917,2.803753,0.000000,1398.520000
8,0,2,64,2189,0,0,751.881460,2.930077,2.551636,0.000000,1517.360000
14,0,2,64,1395,0,0,766.643283,3.680697,2.467816,0.000000,1534.360000
13,0,2,64,1568,0,0,772.114988,2.030300,2.793503,0.000000,1538.640000
3,0,2,64,81993,0,0,659.394593,2.108210,2.990500,0.000000,1415.820000
9,0,2,64,80025,0,0,669.314664,2.057497,2.990575,0.000000,1426.980000
11,0,2,64,18367,0,0,611.504195,0.064472,2.990510,0.000000,1353.880000
6,0,2,64,174175226,0,0,763.281984,3.665980,1.867356,0.000000,1525.180000
4,0,2,72,1869764642,0,0,672.980097,2.116565,2.988398,0.000000,1431.940000
5,0,2,72,407652,0,0,675.781959,3.880864,2.812741,0.000000,1428.120000
8,0,2,72,2173,0,0,769.253330,2.929865,2.599021,0.000000,1538.080000
14,0,2,72,1385,0,0,786.325293,3.685414,2.526651,0.000000,1554.400000
13,0,2,72,1557,0,0,793.376385,2.104207,2.815628,0.000000,1562.320000
3,0,2,72,81167,0,0,614.216892,2.108171,2.989622,0.000000,1360.240000
9,0,2,72,78888,0,0,597.275872,2.057445,2.988771,0.000000,1338.640000
11,0,2,72,18236,0,0,584.990019,0.064472,2.989886,0.000000,1322.780000
6,0,2,72,172657895,0,0,782.833571,3.668788,1.903083,0.000000,1546.660000
4,0,2,80,1857117153,0,0,688.182325,2.116422,2.988061,0.000000,1447.560000
5,0,2,80,404024,0,0,701.654027,3.881760,2.832858,0.000000,1459.160000
8,0,2,80,2152,0,0,776.084766,2.928355,2.635022,0.000000,1542.480000
14,0,2,80,1371,0,0,792.991684,3.688382,2.567933,0.000000,1560.060000
13,0,2,80,1542,0,0,800.855907,2.117487,2.831151,0.000000,1568.920000
3,0,2,80,80541,0,0,614.832258,2.108146,2.988942,0.000000,1359.860000
9,0,2,80,78463,0,0,605.659248,2.057491,2.988911,0.000000,1348.380000
11,0,2,80,18057,0,0,562.828469,0.064472,2.989084,0.000000,1297.540000
6,0,2,80,170867141,0,0,791.056155,3.669126,1.931764,0.000000,1550.160000
4,0,2,88,1844308173,0,0,719.754713,2.117537,2.980444,0.000000,1483.380000
5,0,2,88,400286,0,0,729.597047,3.882099,2.850766,0.000000,1489.040000
8,0,2,88,2139,0,0,780.587922,2.929729,2.587377,0.000000,1544.960000
14,0,2,88,1360,0,0,799.477053,3.688949,2.548524,0.000000,1564.680000
13,0,2,88,1530,0,0,808.105721,2.091503,2.829304,0.000000,1574.160000
3,0,2,88,79941,0,0,616.086251,2.108160,2.988587,0.000000,1359.580000
9,0,2,88,78223,0,0,634.679040,2.057450,2.988811,0.000000,1379.720000
11,0,2,88,17838,0,0,531.404521,0.064472,2.987950,0.000000,1258.200000
6,0,2,88,168626963,0,0,797.846130,3.668290,1.954131,0.000000,1556.240000
4,0,2,96,1833275140,0,0,732.308377,2.117458,2.981181,0.000000,1500.120000
5,0,2,96,396864,0,0,743.574346,3.881226,2.841435,0.000000,1501.620000
8,0,2,96,2126,0,0,784.152371,2.930605,2.553068,0.000000,1549.380000
14,0,2,96,1350,0,0,805.113096,3.687865,2.502445,0.000000,1569.360000
13,0,2,96,1517,0,0,812.906307,2.049231,2.793606,0.000000,1578.180000
3,0,2,96,79260,0,0,615.751409,2.108132,2.988315,0.000000,1358.020000
9,0,2,96,77690,0,0,649.477550,2.057505,2.988820,0.000000,1398.780000
11,0,2,96,17955,0,0,612.945719,0.064472,2.989643,0.000000,1352.580000
6,0,2,96,167181813,0,0,803.358950,3.668512,1.931091,0.000000,1560.220000
4,0,2,104,1822666617,0,0,733.888579,2.116681,2.987091,0.000000,1501.380000
5,0,2,104,387740,0,0,748.799111,3.880840,2.805393,0.000000,1501.720000
8,0,2,104,2108,0,0,787.613091,2.929951,2.500400,0.000000,1550.320000
14,0,2,104,1339,0,0,810.136930,3.683592,2.443590,0.000000,1573.140000
13,0,2,104,1502,0,0,816.818919,1.999772,2.743341,0.000000,1580.560000
3,0,2,104,79760,0,0,692.453078,2.108222,2.989577,0.000000,1449.380000
9,0,2,104,77838,0,0,699.747697,2.057560,2.989798,0.000000,1457.340000
11,0,2,104,17873,0,0,619.398864,0.064472,2.989871,0.000000,1358.700000
6,0,2,104,165225824,0,0,808.265220,3.663922,1.865667,0.000000,1562.700000
4,0,2,112,1808623598,0,0,735.689108,2.116597,2.965370,0.000000,1500.980000
5,0,2,112,380829,0,0,751.485269,3.880602,2.752098,0.000000,1502.180000
8,0,2,112,2089,0,0,790.880286,2.931830,2.437941,0.000000,1553.980000
14,0,2,112,1326,0,0,814.008135,3.677070,2.357267,0.000000,1575.680000
13,0,2,112,1488,0,0,820.126273,1.928014,2.724246,0.000000,1582.240000
3,0,2,112,79375,0,0,703.367942,2.108254,2.989890,0.000000,1462.400000
9,0,2,112,77486,0,0,713.267746,2.057544,2.989764,0.000000,1474.340000
11,0,2,112,17791,0,0,629.543142,0.064472,2.989525,0.000000,1369.940000
6,0,2,112,163063340,0,0,813.416854,3.658713,1.787790,0.000000,1563.800000
4,0,2,8,1,0,0,507.384563,2.123304,2.989573,0.000000,1238.160000
5,0,2,8,1,0,0,518.262842,3.871375,2.989581,0.000000,1250.980000
8,0,2,8,1,0,0,648.498543,2.929557,2.987968,0.000000,1408.060000
14,0,2,8,1,0,0,656.600229,3.716527,2.987937,0.000000,1415.600000
13,0,2,8,1,0,0,658.519053,2.854323,2.988325,0.000000,1416.720000
3,0,2,8,1,0,0,499.967760,2.107921,2.989710,0.000000,1229.180000
9,0,2,8,1,0,0,499.806399,2.056865,2.989706,0.000000,1228.820000
11,0,2,8,1,0,0,492.655937,0.064473,2.989644,0.000000,1220.660000
6,0,2,8,1,0,0,649.878764,3.704596,2.190039,0.000000,1409.600000
4,0,2,16,1,0,0,519.106512,2.122560,2.989555,0.000000,1251.680000
5,0,2,16,1,0,0,543.459749,3.874236,2.989701,0.000000,1279.140000
8,0,2,16,1,0,0,682.236079,2.930505,2.988672,0.000000,1448.140000
14,0,2,16,1,0,0,683.846155,3.711955,2.989045,0.000000,1448.520000
13,0,2,16,1,0,0,692.600191,2.773513,2.989201,0.000000,1458.080000
3,0,2,16,1,0,0,504.041300,2.107984,2.989989,0.000000,1235.040000
9,0,2,16,1,0,0,506.759333,2.057272,2.989943,0.000000,1235.440000
11,0,2,16,1,0,0,492.390790,0.064472,2.989871,0.000000,1220.100000
6,0,2,16,1,0,0,685.099283,3.695799,2.190131,0.000000,1449.340000
4,0,2,24,1,0,0,533.209486,2.122455,2.989510,0.000000,1267.640000
5,0,2,24,1,0,0,566.710035,3.876358,2.989791,0.000000,1310.320000
8,0,2,24,1,0,0,662.849364,2.925127,2.987825,0.000000,1426.480000
14,0,2,24,1,0,0,662.348484,3.706692,2.986796,0.000000,1423.420000
13,0,2,24,1,0,0,681.447111,2.596480,2.987474,0.000000,1445.440000
3,0,2,24,1,0,0,510.275816,2.107912,2.989915,0.000000,1241.000000
9,0,2,24,1,0,0,511.895357,2.057237,2.989847,0.000000,1242.600000
11,0,2,24,1,0,0,492.181961,0.064472,2.989774,0.000000,1219.720000
6,0,2,24,1,0,0,663.041795,3.691643,2.189002,0.000000,1425.120000
4,0,2,32,1,0,0,549.938114,2.122462,2.989797,0.000000,1291.640000
5,0,2,32,1,0,0,593.730643,3.876901,2.989958,0.000000,1344.260000
8,0,2,32,1,0,0,654.905301,2.927174,2.859685,0.000000,1415.720000
14,0,2,32,1,0,0,644.027400,3.688157,2.970374,0.000000,1402.400000
13,0,2,32,1,0,0,671.259070,2.388598,2.984447,0.000000,1433.920000
3,0,2,32,1,0,0,520.845495,2.107921,2.990178,0.000000,1256.380000
9,0,2,32,1,0,0,520.239177,2.057325,2.990014,0.000000,1252.960000
11,0,2,32,1,0,0,494.513850,0.064472,2.989959,0.000000,1223.020000
6,0,2,32,1,0,0,644.368894,3.683772,2.186830,0.000000,1402.300000
4,0,2,40,1,0,0,566.186697,2.122340,2.989992,0.000000,1308.260000
5,0,2,40,1,0,0,612.910139,3.877415,2.989392,0.000000,1366.020000
8,0,2,40,1,0,0,656.614795,2.926346,2.715852,0.000000,1417.040000
14,0,2,40,1,0,0,650.926189,3.687420,2.749776,0.000000,1410.540000
13,0,2,40,1,0,0,672.412466,2.221620,2.891449,0.000000,1432.980000
3,0,2,40,1,0,0,586.903028,2.108054,2.991465,0.000000,1334.720000
9,0,2,40,1,0,0,626.541904,2.057492,2.992121,0.000000,1381.920000
11,0,2,40,1,0,0,516.162917,0.064472,2.990546,0.000000,1250.600000
6,0,2,40,1,0,0,647.174486,3.676710,2.130138,0.000000,1405.360000
4,0,2,48,1,0,0,641.413528,2.123118,2.991463,0.000000,1399.740000
5,0,2,48,1,0,0,614.534244,3.876857,2.921204,0.000000,1370.120000
8,0,2,48,1,0,0,654.807625,2.931164,2.582721,0.000000,1415.320000
14,0,2,48,1,0,0,660.904213,3.677748,2.558124,0.000000,1420.040000
13,0,2,48,1,0,0,674.505544,2.054982,2.817826,0.000000,1435.920000
3,0,2,48,1,0,0,632.902730,2.108235,2.992140,0.000000,1387.020000
