experiment,frequency,shell,threads,utility,op1,op2,ipc-estimate,metricq,perf-freq,perf-ipc,sysfs-powercap-rapl,sysfs-powercap-rapl/package-0,sysfs-powercap-rapl/package-0-dram,sysfs-powercap-rapl/package-1,sysfs-powercap-rapl/package-1-dram
13,0,1,28,1597,0,0,0.000000,1194.660000,1.993576,2.574426,489.708926,247.451288,31.528669,199.318455,11.410409
3,0,1,28,56097,0,0,0.000000,1125.469388,1.996455,2.121435,429.693277,206.150576,12.834708,199.296589,11.411483
9,0,1,28,55984,0,0,0.000000,1124.918367,1.996431,2.113430,429.190956,205.661968,12.843243,199.285702,11.400064
11,0,1,28,12488,0,0,0.000000,1113.720000,1.996460,0.064480,421.408140,197.962897,12.800785,199.254902,11.389587
6,0,1,28,82515827,0,0,0.000000,1272.326531,1.990703,3.730767,553.225423,313.868031,28.562326,199.395110,11.400224
4,0,1,42,1629109486,0,0,0.000000,1179.061224,1.996204,2.670999,474.590903,250.964376,12.816584,199.426532,11.383357
5,0,1,42,431609,0,0,0.000000,1229.877551,1.996340,5.450931,516.565401,292.958344,12.760678,199.449272,11.397095
8,0,1,42,2107,0,0,0.000000,1252.100000,1.995085,3.337663,537.393585,296.991323,29.981149,199.036892,11.384712
14,0,1,42,1460,0,0,0.000000,1268.080000,1.993391,4.291020,550.970698,301.019542,39.080726,199.463224,11.407056
13,0,1,42,1587,0,0,0.000000,1241.100000,1.993353,2.571537,528.500580,276.594104,41.047041,199.421906,11.437259
3,0,1,42,55847,0,0,0.000000,1147.979592,1.996634,2.121434,449.350193,225.822722,12.797740,199.332139,11.397643
9,0,1,42,55748,0,0,0.000000,1145.387755,1.996603,2.113647,446.013584,222.557984,12.744260,199.289852,11.421410
11,0,1,42,12430,0,0,0.000000,1124.755102,1.996586,0.064480,431.033393,207.621282,12.761443,199.233023,11.417525
6,0,1,42,80898874,0,0,0.000000,1323.571429,1.990540,3.718284,595.418022,349.777816,37.277098,196.977892,11.385241
4,0,1,56,1620402327,0,0,0.000000,1210.653061,1.995252,2.671533,500.099194,276.386856,12.824145,199.513787,11.374332
5,0,1,56,430172,0,0,0.000000,1275.836735,1.995340,5.450506,554.278726,330.478985,12.850673,199.580013,11.369125
8,0,1,56,2100,0,0,0.000000,1304.320000,1.994631,3.333366,579.258441,332.557978,35.560685,199.746043,11.393719
14,0,1,56,1445,0,0,0.000000,1325.860000,1.993213,4.292415,597.898251,339.539836,47.300460,199.668570,11.389310
13,0,1,56,1561,0,0,0.000000,1289.720000,1.992421,2.572333,569.493371,307.627615,50.841603,199.612445,11.411798
3,0,1,56,55528,0,0,0.000000,1162.306122,1.995746,2.121414,459.484180,235.758250,12.869779,199.450898,11.405153
9,0,1,56,55461,0,0,0.000000,1158.734694,1.995741,2.113500,457.655081,234.112555,12.781815,199.352259,11.408514
11,0,1,56,12368,0,0,0.000000,1135.820000,1.995649,0.064480,439.564882,216.087432,12.779407,199.279789,11.418157
6,0,1,56,76676272,0,0,0.000000,1334.040816,1.896576,3.757209,604.120500,349.794347,43.655791,199.302768,11.367545
4,0,2,14,2450063788,0,0,0.000000,1183.530612,2.995365,2.683866,478.731605,239.968769,12.774647,214.619764,11.368471
5,0,2,14,634580,0,0,0.000000,1209.102041,2.895345,5.452309,500.994314,262.236445,12.771163,214.594152,11.392521
8,0,2,14,2974,0,0,0.000000,1219.880000,2.920987,3.137653,510.328386,264.521388,19.829839,214.615755,11.361534
14,0,2,14,1691,0,0,0.000000,1219.340000,2.971598,3.343561,510.428818,261.625309,22.891542,214.538906,11.372945
13,0,2,14,1683,0,0,0.000000,1200.860000,2.989098,1.807396,494.641816,245.624780,23.039514,214.620732,11.356473
3,0,2,14,84822,0,0,0.000000,1161.102041,2.995332,2.121568,459.850819,221.045395,12.835029,214.596477,11.373913
9,0,2,14,84613,0,0,0.000000,1160.122449,2.995256,2.112353,459.631015,220.906874,12.779031,214.552555,11.392501
11,0,2,14,18882,0,0,0.000000,1148.367347,2.995277,0.064481,450.068091,211.319690,12.818401,214.532630,11.397433
6,0,2,14,87821297,0,0,0.000000,1225.240000,2.188180,3.562251,514.943692,267.688436,21.306388,214.543066,11.405997
4,0,2,28,2466162549,0,0,0.000000,1234.000000,2.995673,2.677390,522.671410,283.982567,12.731921,214.589616,11.367301
5,0,2,28,632407,0,0,0.000000,1288.880000,2.895674,5.457398,566.493138,327.682376,12.794501,214.661412,11.354819
8,0,2,28,2957,0,0,0.000000,1302.938776,2.912281,3.153101,579.453468,325.660015,27.760241,214.678407,11.354909
14,0,2,28,1682,0,0,0.000000,1303.820000,2.974335,3.354069,579.620436,321.489308,32.034065,214.700723,11.396688
13,0,2,28,1669,0,0,0.000000,1264.940000,2.991127,1.815165,547.787217,289.358418,32.328147,214.688758,11.411633
3,0,2,28,84505,0,0,0.000000,1192.346939,2.995628,2.121746,486.014097,247.153680,12.839583,214.648687,11.372190
9,0,2,28,84307,0,0,0.000000,1190.836735,2.995556,2.112475,485.961383,247.108767,12.849143,214.633572,11.369818
11,0,2,28,18814,0,0,0.000000,1166.816327,2.995655,0.064481,465.827295,227.043100,12.809802,214.598701,11.375718
6,0,2,28,86725328,0,0,0.000000,1316.448980,2.189877,3.549474,590.538200,335.151932,29.344624,214.663383,11.377937
4,0,2,42,2456178783,0,0,0.000000,1300.918367,2.995776,2.670046,574.105664,335.222607,12.834917,214.661967,11.386186
5,0,2,42,606113,0,0,0.000000,1318.591837,2.784709,5.465651,588.784161,349.849419,12.812623,214.734464,11.387737
8,0,2,42,2900,0,0,0.000000,1343.183673,2.913270,3.125605,610.761509,349.822235,34.828843,214.720459,11.389517
14,0,2,42,1655,0,0,0.000000,1349.285714,2.966370,3.341652,616.780229,349.874009,41.365111,214.161131,11.380177
13,0,2,42,1661,0,0,0.000000,1329.560000,2.991249,1.814172,601.259782,333.692894,41.419142,214.726087,11.421527
3,0,2,42,84167,0,0,0.000000,1232.632653,2.995808,2.121705,519.017732,280.056781,12.885451,214.694393,11.381100
9,0,2,42,83973,0,0,0.000000,1229.959184,2.995797,2.112585,517.560676,278.721588,12.803805,214.675876,11.359304
11,0,2,42,18744,0,0,0.000000,1196.632653,2.995849,0.064481,489.764892,250.942042,12.818138,214.649550,11.355187
6,0,2,42,84288029,0,0,0.000000,1326.081633,2.189184,3.524225,598.614319,349.819289,38.312204,199.114928,11.367724
4,0,2,56,2428774848,0,0,0.000000,1318.693878,2.979161,2.672182,588.875521,349.849806,12.876917,214.770325,11.378352
5,0,2,56,532952,0,0,0.000000,1319.244898,2.471638,5.459930,588.849923,349.832705,12.840392,214.793176,11.383811
8,0,2,56,2579,0,0,0.000000,1349.740000,2.582455,3.196372,616.945806,349.870501,40.938405,214.777579,11.359255
14,0,2,56,1592,0,0,0.000000,1359.700000,2.608523,3.682185,627.070252,349.822001,51.167892,214.744029,11.336400
13,0,2,56,1622,0,0,0.000000,1360.520000,2.990509,1.803130,627.556693,349.801438,51.702491,214.710917,11.341489
3,0,2,56,83811,0,0,0.000000,1266.938776,2.994796,2.121758,548.739923,309.786121,12.856051,214.715563,11.382486
9,0,2,56,83644,0,0,0.000000,1264.040816,2.994679,2.112501,545.125306,306.295464,12.729806,214.716935,11.383065
11,0,2,56,18665,0,0,0.000000,1214.244898,2.994752,0.064481,504.198055,265.348260,12.802438,214.679955,11.367512
6,0,2,56,76613955,0,0,0.000000,1352.306122,1.898166,3.756221,619.611918,349.807146,43.774633,214.694832,11.334973 
