metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",33,0,3.95328,0.0160388
"perf-freq",66,6505,2.71189,0.0229515
"perf-ipc",67,6605,2.89926,0.0034947
"sysfs-powercap-rapl",66,6505,557.715,5.3833
"sysfs-powercap-rapl/package-0",66,6505,349.677,5.09805
"sysfs-powercap-rapl/package-0-dram",66,6505,12.6745,0.0974234
"sysfs-powercap-rapl/package-1",66,6505,184.098,1.2499
"sysfs-powercap-rapl/package-1-dram",66,6505,11.2656,0.0641231
