metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",30,0,2.36547,0.0940866
"perf-freq",63,6207,1.59325,0.000558084
"perf-ipc",64,6307,2.97518,0.00925743
"sysfs-powercap-rapl",63,6207,263.074,1.14203
"sysfs-powercap-rapl/package-0",63,6207,138.61,0.821573
"sysfs-powercap-rapl/package-0-dram",63,6207,12.1393,0.081465
"sysfs-powercap-rapl/package-1",63,6207,101.09,0.587901
"sysfs-powercap-rapl/package-1-dram",63,6207,11.2343,0.0616086
