metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",18,0,3.94238,0.0183191
"perf-freq",66,6505,1.99592,0.000838437
"perf-ipc",67,6605,3.96387,0.00263843
"sysfs-powercap-rapl",66,6505,424.181,1.61448
"sysfs-powercap-rapl/package-0",66,6505,227.686,1.12465
"sysfs-powercap-rapl/package-0-dram",66,6505,12.314,0.0785989
"sysfs-powercap-rapl/package-1",66,6505,172.913,0.957913
"sysfs-powercap-rapl/package-1-dram",66,6505,11.2673,0.053467
