metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",55,0,1.26778,0.126801
"perf-freq",65,6408,0.994902,0.000336908
"perf-ipc",66,6508,2.58662,9.59928e-05
"sysfs-powercap-rapl",65,6408,274.966,1.12868
"sysfs-powercap-rapl/package-0",65,6408,146.441,0.905683
"sysfs-powercap-rapl/package-0-dram",65,6408,12.1534,0.0931647
"sysfs-powercap-rapl/package-1",65,6408,105.109,0.50135
"sysfs-powercap-rapl/package-1-dram",65,6408,11.262,0.0659411
