metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",24,0,1.28213,0.120329
"perf-freq",63,6207,0.995735,0.000664765
"perf-ipc",64,6307,2.5511,0.000159073
"sysfs-powercap-rapl",63,6208,247.649,1.11228
"sysfs-powercap-rapl/package-0",63,6208,119.264,0.661909
"sysfs-powercap-rapl/package-0-dram",63,6208,12.1031,0.0643731
"sysfs-powercap-rapl/package-1",63,6208,105.015,0.620709
"sysfs-powercap-rapl/package-1-dram",63,6208,11.2667,0.0622131
