metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",56,0,1.38691,0.128937
"perf-freq",265,26431,0.994699,0.000388059
"perf-ipc",266,26532,2.81197,0.020467
"sysfs-powercap-rapl",265,26431,275.28,1.39752
"sysfs-powercap-rapl/package-0",265,26431,146.957,1.15365
"sysfs-powercap-rapl/package-0-dram",265,26431,11.9903,0.0782881
"sysfs-powercap-rapl/package-1",265,26431,105.106,0.579026
"sysfs-powercap-rapl/package-1-dram",265,26431,11.2266,0.0779686
